Date/Time,Environment:Outdoor Dry Bulb [C](Hourly),Environment:Wind Speed [m/s](Hourly),ZONE1:Zone People Number Of Occupants [](Hourly),ZONE1:Zone People Total Heat Gain [J](Hourly),ZONE1:Zone Window Heat Gain[W](Hourly),ZONE1:Zone Window Heat Loss[W](Hourly),ZONE1:Zone Transmitted Solar Energy[J](Hourly),ZONE1_FACE_1_WINDOW_1:Window Transmitted Beam Solar [W](Hourly),ZONE1_FACE_1_WINDOW_1:Window Heat Gain [W](Hourly),ZONE1_FACE_1_WINDOW_1:Window Heat Loss [W](Hourly),ZONE1:Zone Mean Radiant Temperature [C](Hourly),ZONE1:Zone Mean Air Temperature [C](Hourly),ZONE1:Zone Operative Temperature [C](Hourly)
 03/17  21:00:00,11.325,6.575,0,0,0,132.7890096816,0,0,0,45.0806068898,19.9264700912,19.0188507111,19.4726604012
 03/17  22:00:00,11.1,5.2,0,0,0,131.8496004785,0,0,0,44.8068983976,19.5771808898,18.6983890658,19.1377849778
 03/17  23:00:00,11.1,4.6,0,0,0,129.5036553063,0,0,0,44.0653878606,19.2851387542,18.4483474701,18.8667431122
 03/17  24:00:00,11.1,3.35,0,0,0,125.1046872212,0,0,0,42.6298097431,19.0389073825,18.2388135334,18.6388604579
 03/18  01:00:00,11.1,2.2875,0,0,0,116.5080991065,0,0,0,39.5882622497,18.8319360062,18.0636770005,18.4478065033
 03/18  02:00:00,10.7875,1.725,0,0,0,118.245984828,0,0,0,40.177730814,18.6403125772,17.8739103897,18.2571114834
 03/18  03:00:00,10.9125,0.5625,0,0,0,112.2916701998,0,0,0,38.1306023,18.475868017,17.7384474135,18.1071577153
 03/18  04:00:00,11.1,1.625,0,0,0,106.8947553356,0,0,0,36.2972414536,18.354979642,17.6543615885,18.0046706152
 03/18  05:00:00,10.7875,1.9125,0,0,0,111.4257174266,0,0,0,37.8485911346,18.2304340222,17.519351084,17.8748925531
 03/18  06:00:00,10.6,3.4375,0,0,0,114.3428386126,0,0,0,38.8522846771,18.1118406316,17.3939661856,17.7529034086
 03/18  07:00:00,10.9125,4.2875,0,0,32.9742446029,41.4860402052,260444.260730258,0.2541676094,1.2563834123,20.2857926419,18.105949696,17.4040347377,17.7549922169
 03/18  08:00:00,11.7875,4.7875,0,0,197.5636638305,0,747475.384948565,3.7494518977,46.1084658604,0,18.3140392369,17.6611291026,17.9875841697
 03/18  09:00:00,12.8875,5.2,0,0,319.2344670953,0,1002955.83991978,11.8823458155,102.8746066984,0,18.5364444331,17.9551091146,18.2457767738
 03/18  10:00:00,12.9875,5.2,0,0,509.5549673508,0,1473874.82932168,36.7970422562,192.259377742,0,18.9204563621,18.3081483797,18.6143023709
 03/18  11:00:00,13.4875,4.825,0,0,439.4216459506,0,1278164.14879001,54.5604204563,199.4679037015,0,19.1190059832,18.5025362119,18.8107710976
 03/18  12:00:00,14.2125,5.2875,0,0,481.1209621303,0,1397382.29330963,85.1178140111,279.5001194773,0,19.4508108145,18.8501849991,19.1504979068
 03/18  13:00:00,14.0875,5.3875,0,0,403.1873063446,0,1218018.94639443,48.6655284734,229.0773417796,0,19.6653327271,19.0075026182,19.3364176727
 03/18  14:00:00,14.9625,5.825,0,0,429.35473458,0,1260163.58082321,71.0385772577,258.7386817963,0,19.9613278848,19.3414201959,19.6513740404
 03/18  15:00:00,15.9125,5.8875,0,0,186.6903322173,0,641962.119234243,6.5841830316,81.4675671134,0,20.0114282537,19.4836935298,19.7475608918
 03/18  16:00:00,15.4125,6.0125,0,0,116.8215914219,0,495235.040703109,0,43.2757472858,0,20.0507342808,19.4622655262,19.7564999035
 03/18  17:00:00,14.3125,6.825,0,0,72.1701066,0,417115.070111835,3.9194757914,32.2917270734,0,20.0174623784,19.3267672483,19.6721148134
 03/18  18:00:00,13.2125,6.2625,0,0,18.2793996892,20.7949636037,278043.779393556,5.3682468549,14.649887618,5.1726386294,19.8681087466,19.1039102021,19.4860094743
 03/18  19:00:00,12.1125,5.0125,0,0,0,123.076527809,0,0,0,42.0179251046,19.5732076898,18.7475639442,19.160385817
 03/18  20:00:00,11.325,3.975,0,0,0,128.9257795684,0,0,0,43.9842923299,19.305118624,18.4435006376,18.8743096308
 03/18  21:00:00,11.475,3.6,0,0,0,117.479814917,0,0,0,39.976265228,19.0539947689,18.2440922282,18.6490434985
 03/18  22:00:00,12.0125,3.9125,0,0,0,106.4803219111,0,0,0,36.2473782973,18.8403654622,18.1195823405,18.4799739013
 03/18  23:00:00,11.8875,4.7875,0,0,0,105.1393073631,0,0,0,35.7354646047,18.6458083589,17.9526411382,18.2992247485
 03/18  24:00:00,11.325,4.2,0,0,0,110.1182137403,0,0,0,37.4273736221,18.4577087409,17.7420868731,18.099897807
 03/19  01:00:00,10.7875,5.85,0,0,0,118.350538348,0,0,0,40.3104955188,18.2894435053,17.5544844368,17.921963971
 03/19  02:00:00,9.85,4.6375,0,0,0,126.8058540039,0,0,0,43.0976744321,18.127523535,17.3313507579,17.7294371465
 03/19  03:00:00,9.775,4.4125,0,0,0,125.2821532037,0,0,0,42.567042793,17.9781633934,17.1878633704,17.5830133819
 03/19  04:00:00,10,5.5125,0,0,0,118.8296535304,0,0,0,40.3276181246,17.8770197473,17.1242844191,17.5006520832
 03/19  05:00:00,9.3125,4.7,0,0,0,127.7467075227,0,0,0,43.364849316,17.7597641956,16.9659512499,17.3628577227
 03/19  06:00:00,8.525,4.7875,0,0,0,165.0649082334,0,0,0,56.2061962262,18.7286783195,21.9477434447,20.3382108821
 03/19  07:00:00,8.3,7.45,0.74322432,321072.90624,75.4500263241,61.0241302844,526514.942344261,1.4350522381,0,45.1496782429,19.5435545022,21.9999997756,20.7717771389
 03/19  08:00:00,9.3625,9.1125,1.48644864,642145.812480001,530.5059478198,0,1801312.0542332,29.9591680255,63.9973839119,0,20.1602937606,21.9999999992,21.0801468799
 03/19  09:00:00,10.375,10.2375,7.06063104,3050192.60928,822.2008960477,0,2428765.66570882,90.8586924948,215.2554971125,0,20.7154134329,22,21.3577067164
 03/19  10:00:00,11.2875,8.55,7.06063104,3050192.60928,910.7405814285,0,2596985.94756809,161.3458161483,352.8054167199,0,21.04150735,22,21.520753675
 03/19  11:00:00,12.3875,4.6375,7.06063104,3050192.60928,854.8988238385,0,2367191.72673819,199.2254646152,430.1796593667,0,21.2629149454,22,21.6314574727
 03/19  12:00:00,13.4875,3.1,7.06063104,3050192.60928,633.8719077847,0,1867976.54479489,186.7391555705,435.4646496025,0,21.3509358295,22,21.6754679147
 03/19  13:00:00,14.2125,2.475,3.7161216,1605364.5312,615.3586873466,0,1806664.72491807,235.9200952265,493.960795591,0,21.5609827427,22,21.7804913714
 03/19  14:00:00,15.15,4.35,7.06063104,3050192.60928,471.9108301097,0,1419707.36972841,157.7585684247,356.7529893249,0,21.8226019772,22,21.9113009886
 03/19  15:00:00,15.225,7.2625,7.06063104,3050192.60928,162.1873391436,0,666654.668815766,10.6804994857,79.4922374257,0,21.8299071584,22,21.9149535792
 03/19  16:00:00,14.3125,7.8875,7.06063104,3050192.60928,56.9025754818,0,439955.033292492,0,22.6539119592,0,21.8455655941,22,21.922782797
 03/19  17:00:00,13.525,8.7,7.06063104,3050192.60928,10.1394331219,3.8218271756,339795.961025238,4.7258517335,10.6524704496,0.9845692705,21.780405938,22,21.890202969
 03/19  18:00:00,12.6125,8.6125,5.20257024,2247510.34368,1.8052999501,50.3766965941,255454.901079746,6.9789496424,6.6047374833,13.2707715799,21.5830968383,22,21.7915484191
 03/19  19:00:00,11.8875,8.575,2.97289728,1284291.62496,0,149.7267396185,10675.5754145083,0,0,50.9467818787,21.2658639844,22,21.6329319922
 03/19  20:00:00,11.325,7.4875,2.97289728,1284291.62496,0,127.9370306982,0,0,0,43.4879838227,19.5385669823,15.0735276447,17.3060473135
 03/19  21:00:00,10.7875,5.7625,0.74322432,321072.90624,0,119.0192094675,0,0,0,40.5083518161,18.5480746903,15.6899797327,17.1190272115
 03/19  22:00:00,10.6,5.2,0.74322432,321072.90624,0,116.3929059809,0,0,0,39.62983978,18.0985640176,15.3695366939,16.7340503557
 03/19  23:00:00,10.6,5.2,0.37161216,160536.45312,0,114.6825769668,0,0,0,39.0706781214,17.8753993558,15.915964567,16.8956819614
 03/19  24:00:00,10.225,4.825,0.37161216,160536.45312,0,118.503706129,0,0,0,40.3739529326,17.6862930281,15.7265302752,16.7064116516
 03/20  01:00:00,9.625,3.975,0,0,0,128.5669078098,0,0,0,43.823662788,17.687697565,16.7982835291,17.2429905471
 03/20  02:00:00,9.4,3.2875,0,0,0,134.4205871638,0,0,0,45.8205027011,17.7504003046,16.9615577784,17.3559790415
 03/20  03:00:00,9.0875,2.7875,0,0,0,137.9183543252,0,0,0,47.0993378527,17.6645785473,16.8656963302,17.2651374388
 03/20  04:00:00,8.2125,2.6,0,0,0,148.0678615178,0,0,0,50.5131922684,17.5273445638,16.6727153413,17.1000299526
 03/20  05:00:00,7.425,2.9125,0,0,0,156.0978708322,0,0,0,53.1357608343,17.3635205975,16.4589604138,16.9112405057
 03/20  06:00:00,7.575,2.1,0,0,0,177.9116265847,0,0,0,60.7089486682,18.4616964298,21.9383824294,20.2000394296
 03/20  07:00:00,7.8,0.5625,0.74322432,321072.90624,127.2787049568,47.3907600171,707758.942970132,2.0663510599,0,46.7497268696,19.4055426878,21.9999995752,20.7027711315
 03/20  08:00:00,9.8625,0,1.48644864,642145.812480001,638.9246059565,0,2026338.71442693,36.4571915779,73.9655785277,0,20.0815482515,21.9999999983,21.0407741249
 03/20  09:00:00,12.475,0.9375,7.06063104,3050192.60928,919.8171015228,0,2551886.23772871,100.681270062,240.5734537913,0,20.6551121606,22,21.3275560803
 03/20  10:00:00,13.9875,3.8125,7.06063104,3050192.60928,985.3042386648,0,2659105.07236026,174.0266347211,380.2401572377,0,21.0116775646,22,21.5058387823
 03/20  11:00:00,14.4,6.7625,7.06063104,3050192.60928,932.1550264085,0,2485504.4505228,233.4600083067,474.1857869368,0,21.3155966775,22,21.6577983388
 03/20  12:00:00,14.775,7.7,7.06063104,3050192.60928,719.5235196811,0,2054915.35954506,266.6181061038,528.2603343786,0,21.491309793,22,21.7456548965
 03/20  13:00:00,15.375,9.325,3.7161216,1605364.5312,661.6448544454,0,1902418.68952498,270.9545077382,534.4492612417,0,21.7126146742,22,21.8563073371
 03/20  14:00:00,15.225,8.9875,7.06063104,3050192.60928,488.6793693922,0,1472671.98421845,179.3476063533,377.7278061298,0,21.9299095764,22,21.9649547882
 03/20  15:00:00,14.625,8.575,7.06063104,3050192.60928,136.9578798626,0,625801.944279299,11.3604945555,71.3505603401,0,21.8299749253,22,21.9149874626
 03/20  16:00:00,13.7125,10.05,7.06063104,3050192.60928,34.0633996413,0,401864.437711456,0,14.7151424373,0,21.780023773,22,21.8900118865
 03/20  17:00:00,12.9875,11.1125,7.06063104,3050192.60928,3.4944119102,10.5231674895,321785.354299243,5.5029049141,8.2014477871,2.8008054557,21.6906083144,22,21.8453041572
 03/20  18:00:00,12.1125,10.9875,5.20257024,2247510.34368,0,59.9494322292,245967.402358432,8.5876012841,5.4609179322,15.8952593643,21.482910235,22,21.7414551175
 03/20  19:00:00,11.325,6.925,2.97289728,1284291.62496,0,156.1369833749,11632.4664882258,0,0,53.126982337,21.1733097608,22,21.5866548804
 03/20  20:00:00,10.7875,4.2875,2.97289728,1284291.62496,0,135.0136529507,0,0,0,45.9057978077,19.4662078944,15.0459907866,17.2560993405
 03/20  21:00:00,10.6,4.7875,0.74322432,321072.90624,0,120.0708562174,0,0,0,40.9233697915,18.4463184886,15.5613940229,17.0038562558
 03/20  22:00:00,10.6,5.2,0.74322432,321072.90624,0,113.0855718425,0,0,0,38.5272883171,18.008504239,15.3024788333,16.6554915362
 03/20  23:00:00,10.6,4.2,0.37161216,160536.45312,0,109.9105733789,0,0,0,37.4560190066,17.791962019,15.8474461432,16.8197040811
 03/20  24:00:00,10.6,3.2875,0.37161216,160536.45312,0,108.5172865894,0,0,0,36.9971161924,17.636556399,15.7703093184,16.7034328587
 03/21  01:00:00,10.6,3.1,0,0,0,109.2797102907,0,0,0,37.1950739013,17.6937868329,16.8898873401,17.2918370865
 03/21  02:00:00,10.9125,3.4125,0,0,0,107.4556663271,0,0,0,36.5876118527,17.802820583,17.1442529711,17.4735367771
 03/21  03:00:00,10.7875,3.2875,0,0,0,108.4425993297,0,0,0,36.8857444203,17.7743123786,17.1165092384,17.4454108085
 03/21  04:00:00,10.9125,3.1,0,0,0,104.0853183777,0,0,0,35.38830495,17.7209072903,17.0779805058,17.399443898
 03/21  05:00:00,10.4125,3.1,0,0,0,114.2449393498,0,0,0,38.933576108,17.6595252841,16.9835817799,17.321553532
 03/21  06:00:00,10,2.475,0,0,0,138.1752580825,0,0,0,47.0559700405,18.6806282038,21.9487942693,20.3147112365
 03/21  07:00:00,10.6875,2.4125,0.74322432,321072.90624,0,114.3267048268,55978.6338268283,0,0,38.5074076351,19.4185377975,21.9999998371,20.7092688173
 03/21  08:00:00,12.1625,2.6,1.48644864,642145.812480001,0,38.3166578727,193471.523256872,0,0,11.9860197935,19.6903925492,21.9999999997,20.8451962744
 03/21  09:00:00,12.425,4.85,7.06063104,3050192.60928,119.7512739447,0,568592.332008896,6.2803112604,40.5467360407,0,20.0591917759,22,21.0295958879
 03/21  10:00:00,13.575,6.2,7.06063104,3050192.60928,481.2909240362,0,1439244.20456474,36.3474663003,181.231358197,0,20.5435053726,22,21.2717526863
 03/21  11:00:00,14.4,6.2,7.06063104,3050192.60928,509.2431869278,0,1479335.66426635,49.4018278246,224.2223456868,0,20.7979624713,22,21.3989812357
 03/21  12:00:00,15.15,6.2,7.06063104,3050192.60928,697.2548022737,0,1962399.82967506,172.8488528059,448.5323404205,0,21.1943051909,22,21.5971525954
 03/21  13:00:00,15.6,8.7625,3.7161216,1605364.5312,651.1075880642,0,1856798.0417442,183.6052640647,467.5624284987,0,21.3885028512,22,21.6942514256
 03/21  14:00:00,15.225,8.675,7.06063104,3050192.60928,506.8942476261,0,1507063.60620154,117.2971882122,336.3021322719,0,21.6203613449,22,21.8101806724
 03/21  15:00:00,14.3125,7.075,7.06063104,3050192.60928,214.229415115,0,817682.572368448,7.6630213635,93.5567182648,0,21.6143830811,22,21.8071915405
 03/21  16:00:00,13.525,8.95,7.06063104,3050192.60928,80.9234561912,0,513788.964543933,0,31.1812944228,0,21.5950156267,22,21.7975078133
 03/21  17:00:00,12.3,10.6125,7.06063104,3050192.60928,5.7146183468,15.3738864002,326719.431708676,1.4221539343,3.4236545499,2.3050537019,21.5105550211,22,21.7552775105
 03/21  18:00:00,11.325,10.175,5.20257024,2247510.34368,0,85.3281037523,170617.948769789,1.3620125459,0,25.0970454675,21.3062374595,22,21.6531187297
 03/21  19:00:00,10.7875,8.4875,2.97289728,1284291.62496,0,156.2904309423,10840.2059277738,0,0,53.0358805297,21.0382788986,22,21.5191394493
 03/21  20:00:00,10.225,8.7,2.97289728,1284291.62496,0,136.1766362775,0,0,0,46.1354714767,19.3642869346,15.0210663453,17.19267664
 03/21  21:00:00,10,9.925,0.74322432,321072.90624,0,120.6409844452,0,0,0,40.8952852836,18.297568745,15.2909241681,16.7942464565
 03/21  22:00:00,10,10.925,0.74322432,321072.90624,0,113.5187272599,0,0,0,38.4637884748,17.8298797524,15.0311744032,16.4305270778
 03/21  23:00:00,9.625,10.9875,0.37161216,160536.45312,0,121.9570339311,0,0,0,41.439141878,17.6169889532,15.5052681744,16.5611285638
 03/21  24:00:00,9.0875,8.55,0.37161216,160536.45312,0,127.9763346782,0,0,0,43.503351634,17.3929733157,15.235838214,16.3144057649
 03/22  01:00:00,8.9,6.8875,0,0,0,130.2508456561,0,0,0,44.2673388576,17.4492970448,16.5001990278,16.9747480363
 03/22  02:00:00,8.525,6.3875,0,0,0,138.5296231773,0,0,0,47.0502883659,17.5646560219,16.7116524424,17.1381542321
 03/22  03:00:00,8.3,6.2,0,0,0,139.010011073,0,0,0,47.1746640715,17.4975444723,16.6354988378,17.066521655
 03/22  04:00:00,8.675,6.5125,0,0,0,131.0075183791,0,0,0,44.4078633892,17.4315748423,16.6120847076,17.0218297749
 03/22  05:00:00,8.525,6.3875,0,0,0,134.5727354351,0,0,0,45.6791364876,17.3631576927,16.5450994503,16.9541285715
 03/22  06:00:00,8.3,4.8875,0,0,0,164.3051140641,0,0,0,55.9608563209,18.484740222,21.9406855969,20.2127129094
 03/22  07:00:00,7.3,4.1,0.74322432,321072.90624,26.0200365213,50.9055126333,439088.410529602,0.670195309,0,45.0695137536,19.3569901445,21.9999996414,20.678494893
 03/22  08:00:00,8.3875,5.4125,1.48644864,642145.812480001,183.6676047498,0,915920.286765826,6.2988012804,29.7443628387,0.637487055,19.7553557784,21.9999999983,20.8776778884
 03/22  09:00:00,8.025,6.825,7.06063104,3050192.60928,279.2205560582,0,1284765.13562607,17.1150180819,84.9892796414,0,20.0931495481,22,21.0465747741
 03/22  10:00:00,8.575,5.95,7.06063104,3050192.60928,530.5694172337,0,1870737.85767383,57.0349911013,205.2606364111,0,20.4713167169,22,21.2356583585
 03/22  11:00:00,10.15,6.45,7.06063104,3050192.60928,555.5733340643,0,1741050.26195962,73.0138305178,252.9724813923,0,20.6811432553,22,21.3405716276
 03/22  12:00:00,10.9125,8.5125,7.06063104,3050192.60928,399.4042659668,0,1360568.40804369,62.5580879028,229.6658912243,0,20.7105287102,22,21.3552643551
 03/22  13:00:00,11.1,9.6125,3.7161216,1605364.5312,468.8861402074,0,1547121.54852099,185.8531619175,389.0268892195,0,20.9006500492,22,21.4503250246
 03/22  14:00:00,11.1,10.1125,7.06063104,3050192.60928,405.4195076329,0,1389909.24989027,132.7730596623,311.7620992035,0,21.1129704345,22,21.5564852172
 03/22  15:00:00,11.1,10.3,7.06063104,3050192.60928,104.0478180496,0,640033.405319533,5.9859181385,51.5925134822,0,21.050874618,22,21.525437309
 03/22  16:00:00,10.7875,9.675,7.06063104,3050192.60928,47.3319912136,0,514202.284036729,0,20.0090789126,0,21.0831074724,22,21.5415537362
 03/22  17:00:00,10.225,8.6125,7.06063104,3050192.60928,2.2806583925,14.2228372401,385135.605514767,3.7484263491,6.6227875745,3.5334747266,21.0476259328,22,21.5238129664
 03/22  18:00:00,9.625,8.2,5.20257024,2247510.34368,0,78.7812527787,258551.637769632,5.565583033,2.7967165754,20.6763182094,20.9216219613,22,21.4608109807
 03/22  19:00:00,9.0875,7.575,2.97289728,1284291.62496,0,179.9938825915,14047.8125625784,0,0,61.1037753666,20.7198791777,22,21.3599395889
 03/22  20:00:00,8.9,5.95,2.97289728,1284291.62496,0,155.4813791682,0,0,0,52.7600201034,19.1219681189,15.0160687196,17.0690184193
 03/22  21:00:00,8.525,5.5125,0.74322432,321072.90624,0,139.9992916792,0,0,0,47.517059885,17.9914759963,15.0000000008,16.4957379985
 03/22  22:00:00,8.3,3.7625,0.74322432,321072.90624,0,137.0232879964,0,0,0,46.5425349051,17.5700050354,15,16.2850025177
 03/22  23:00:00,7.3,2.9125,0.37161216,160536.45312,0,148.1671520744,0,0,0,50.3329362868,17.2547540607,15,16.1273770304
 03/22  24:00:00,7.0125,1.1625,0.37161216,160536.45312,0,149.5726914361,0,0,0,50.8950169535,17.0213352398,15,16.0106676199
 03/23  01:00:00,6.8875,1.625,0,0,0,154.4489631748,0,0,0,52.547697147,17.0585022819,16.0311993645,16.5448508232
 03/23  02:00:00,5.6375,2.2875,0,0,0,172.0878746897,0,0,0,58.4674010325,17.0549518714,16.0320131354,16.5434825034
 03/23  03:00:00,5.6875,0.7875,0,0,0,168.6574009875,0,0,0,57.3709233063,16.9083587504,15.9039877576,16.406173254
 03/23  04:00:00,5.4125,0.9375,0,0,0,170.9833099026,0,0,0,58.1254886939,16.782848816,15.7819307272,16.2823897716
 03/23  05:00:00,4.625,1.875,0,0,0,179.3108595868,0,0,0,60.8954285125,16.6087105306,15.5628167018,16.0857636162
 03/23  06:00:00,4.4,2.725,0,0,0,210.1538689514,0,0,0,71.4608247076,17.942716814,21.9193147925,19.9310158033
 03/23  07:00:00,5.15,2.7875,0.74322432,321072.90624,0,169.5851148488,109227.674473742,0.0077609808,0,59.3427606148,18.8958381314,21.9999984822,20.4479183068
 03/23  08:00:00,6.975,2.9125,1.48644864,642145.812480001,0,86.3232433698,247015.534687662,0.0041027065,0,28.725713018,19.216011209,21.9999999896,20.6080055993
 03/23  09:00:00,9.175,3.725,7.06063104,3050192.60928,37.9294180905,1.4794902874,464546.499794078,0,14.6323486008,0.1536652744,19.59418136,21.9999999999,20.7970906799
 03/23  10:00:00,10.375,5.4125,7.06063104,3050192.60928,129.3834810051,0,665481.167422014,0,48.9074617461,0,19.8711613452,22,20.9355806726
 03/23  11:00:00,11.2875,6.5125,7.06063104,3050192.60928,196.782994193,0,809852.406351035,0,74.7557246051,0,20.1266017528,22,21.0633008764
 03/23  12:00:00,12.3875,5.075,7.06063104,3050192.60928,310.2162506699,0,1055704.33154422,18.4415899836,145.8255641559,0,20.4145090318,22,21.2072545159
 03/23  13:00:00,13.4875,5.4125,3.7161216,1605364.5312,539.3940060537,0,1613545.99035415,88.8575547177,334.5094180275,0,20.7649066907,22,21.3824533453
 03/23  14:00:00,13.525,7.1375,7.06063104,3050192.60928,327.7026152135,0,1092449.27216876,49.171257862,193.298211406,0,20.8960028525,22,21.4480014262
 03/23  15:00:00,13.3,7.3875,7.06063104,3050192.60928,153.8379220206,0,663416.532529816,0.8957627362,58.4767814849,0,20.961512609,22,21.4807563045
 03/23  16:00:00,13.3,7.5125,7.06063104,3050192.60928,85.0314223035,0,495541.226761556,0,32.1290330977,0,21.0266511215,22,21.5133255608
 03/23  17:00:00,12.9875,7.075,7.06063104,3050192.60928,4.8568261869,15.4321607502,270804.847169297,0.2785662345,2.1761077833,3.5203095667,20.9848979678,22,21.4924489839
 03/23  18:00:00,12.425,7.0125,5.20257024,2247510.34368,0,72.7922098842,139842.974767939,0.2907138272,0,22.971612905,20.8700539211,22,21.4350269605
 03/23  19:00:00,11.8875,5.2625,2.97289728,1284291.62496,0,132.3636012008,11387.2631695484,0,0,44.8932248632,20.7071557473,22,21.3535778736
 03/23  20:00:00,11.325,6.0375,2.97289728,1284291.62496,0,112.9711880564,0,0,0,38.2196144284,19.128510193,15.0766296557,17.1025699244
 03/23  21:00:00,11.1,7.825,0.74322432,321072.90624,0,102.0926293328,0,0,0,34.6134171719,18.1822560794,15.5658688771,16.8740624783
 03/23  22:00:00,11.1,7.575,0.74322432,321072.90624,0,98.2635547514,0,0,0,33.3387013214,17.8170265592,15.3532388938,16.5851327265
 03/23  23:00:00,11.1,7.825,0.37161216,160536.45312,0,97.9029410513,0,0,0,33.2578453159,17.645061894,15.8736251487,16.7593435213
 03/23  24:00:00,11.475,8.8875,0.37161216,160536.45312,0,92.0662075731,0,0,0,31.2700487639,17.5483401691,15.9184484411,16.7333943051
 03/24  01:00:00,11.7,9.6125,0,0,0,89.0875084384,0,0,0,30.2227848627,17.6409975128,16.9447769285,17.2928872206
 03/24  02:00:00,11.0125,8.4875,0,0,0,100.0893214366,0,0,0,33.9052983154,17.7233495564,17.0720000855,17.397674821
 03/24  03:00:00,10.6,8.3875,0,0,0,106.7977365458,0,0,0,36.216049221,17.6674343566,16.9786332277,17.3230337921
 03/24  04:00:00,10.225,8.8,0,0,0,114.3889059917,0,0,0,38.8517011684,17.6001981458,16.8864177097,17.2433079278
 03/24  05:00:00,10,7.175,0,0,0,119.5804234745,0,0,0,40.7088964756,17.5157944258,16.7887142944,17.1522543601
 03/24  06:00:00,10,7.45,0,0,0,117.8386961568,0,0,0,40.1104286969,17.4411973008,16.7250854274,17.0831413641
 03/24  07:00:00,10.375,8.2,0.74322432,321072.90624,0,84.1301534782,124298.525601788,0.0567510442,0,31.6312767328,18.5726454937,21.9242477172,20.2484466055
 03/24  08:00:00,10.9125,8.2,0.74322432,321072.90624,63.6518455711,15.9387637431,468734.163189391,1.58028652,16.9207626698,7.5340045216,19.4124460017,21.9999928655,20.7062194336
 03/24  09:00:00,11.7875,8.8875,3.7161216,1605364.5312,298.5823564764,0,1059543.3859785,6.7965632227,96.3976575733,0,19.8988074266,21.9999999795,20.9494037031
 03/24  10:00:00,12.575,11.8625,3.7161216,1605364.5312,252.1234120106,0,928896.928831339,6.6761661521,93.4327421319,0,20.0912571717,21.9999999998,21.0456285858
 03/24  11:00:00,13.1125,12.0875,3.7161216,1605364.5312,215.7469788643,0,820842.043021805,0.6073114364,81.3763695151,0,20.2444627135,22,21.1222313567
 03/24  12:00:00,13.675,10.675,3.7161216,1605364.5312,230.7536799004,0,838243.286420896,0,89.2257622354,0,20.4147111152,22,21.2073555576
 03/24  13:00:00,13.9,10.6125,3.7161216,1605364.5312,178.7266723207,0,703856.30037645,0,70.6683109259,0,20.5082349314,22,21.2541174657
 03/24  14:00:00,13.525,11.1125,3.7161216,1605364.5312,156.3461812517,0,664226.152416408,0,61.0040677774,0,20.5926523132,22,21.2963261566
 03/24  15:00:00,12.6125,8.7375,0.74322432,321072.90624,125.6778277343,0,624040.609125559,0,47.0484451421,0,20.5899866742,22,21.2949933371
 03/24  16:00:00,11.5125,6.575,0.74322432,321072.90624,23.6961717255,3.0849492819,395939.058973203,0,10.1109971702,0.5026152526,20.543986575,22,21.2719932875
 03/24  17:00:00,10.7875,5.575,0.74322432,321072.90624,0,54.3033175422,233529.564661254,0,0,16.8135407286,20.4972409088,22,21.2486204544
 03/24  18:00:00,10.225,7.075,0,0,0,100.2246420472,116507.520538474,0,0,32.9626144405,19.9899954535,19.4243173352,19.7071563944
 03/24  19:00:00,10,6.95,0,0,0,131.9440356819,9110.5442845467,0,0,44.5491449609,19.3132466859,18.3633563413,18.8383015136
 03/24  20:00:00,9.625,5.2,0,0,0,134.699628472,0,0,0,45.5700392018,18.9477194287,18.007283338,18.4775013833
 03/24  21:00:00,9.0875,3.0375,0,0,0,161.9601764576,0,0,0,54.7742529591,18.6084252486,17.6636375425,18.1360313955
 03/24  22:00:00,8.525,4.35,0,0,0,159.1924459238,0,0,0,53.8364308205,18.3295946596,17.371534783,17.8505647213
 03/24  23:00:00,8.3,4.3875,0,0,0,152.0683607227,0,0,0,51.4220895106,18.0941168063,17.1442748288,17.6191958176
 03/24  24:00:00,8.3,2.6625,0,0,0,135.3123729259,0,0,0,45.8049777695,17.9232583575,16.9966223798,17.4599403686
 03/25  01:00:00,8.3,0.7875,0,0,0,132.0928476501,0,0,0,44.7987693097,17.7658099835,16.8597853099,17.3127976467
 03/25  02:00:00,8.3,0.9375,0,0,0,130.3395203608,0,0,0,44.1893410098,17.6210047705,16.7342336645,17.1776192175
 03/25  03:00:00,7.9875,0.5625,0,0,0,132.2743855223,0,0,0,44.8541252531,17.4789774832,16.5853653607,17.032171422
 03/25  04:00:00,7.8,0,0,0,0,132.2717378134,0,0,0,44.8450108432,17.3399332389,16.4461762773,16.8930547581
 03/25  05:00:00,7.8,0.9375,0,0,0,136.5671153378,0,0,0,46.3636902353,17.2154709015,16.3370728863,16.7762718939
 03/25  06:00:00,7.425,2.1875,0,0,0,142.3517840894,0,0,0,48.3291363078,17.0914388297,16.1972329335,16.6443358816
 03/25  07:00:00,7.2,2.2875,0,0,48.0859365242,43.1088367238,384279.753900629,0.6715510152,0,25.5402051133,17.0831873166,16.1588234621,16.6210053894
 03/25  08:00:00,8.2625,2.4125,0,0,351.6417294214,0,1223136.07547562,14.5710217405,56.4358365338,0,17.4036573659,16.53620756,16.9699324629
 03/25  09:00:00,9.2125,2.9125,0,0,534.3240519038,0,1624369.30078331,44.50499191,150.836298162,0,17.7384803676,16.9318044115,17.3351423896
