Date/Time,Environment:Outdoor Dry Bulb [C](Hourly),Environment:Wind Speed [m/s](Hourly),ZONE1:Zone People Number Of Occupants [](Hourly),ZONE1:Zone People Total Heat Gain [J](Hourly),ZONE1:Zone Window Heat Gain[W](Hourly),ZONE1:Zone Window Heat Loss[W](Hourly),ZONE1:Zone Transmitted Solar Energy[J](Hourly),ZONE1_FACE_1_WINDOW_1:Window Transmitted Beam Solar [W](Hourly),ZONE1_FACE_1_WINDOW_1:Window Heat Gain [W](Hourly),ZONE1_FACE_1_WINDOW_1:Window Heat Loss [W](Hourly),ZONE1:Zone Mean Radiant Temperature [C](Hourly),ZONE1:Zone Mean Air Temperature [C](Hourly),ZONE1:Zone Operative Temperature [C](Hourly)
 06/18  01:00:00,12.0125,4.7875,0,0,0,118.1376859262,0,0,0,40.3115005496,19.1061356786,18.3836377416,18.7448867101
 06/18  02:00:00,11.8875,5.2,0,0,0,117.0659407901,0,0,0,39.9518163162,18.8879145125,18.1942605093,18.5410875109
 06/18  03:00:00,11.7,5.2,0,0,0,116.4392150669,0,0,0,39.7354453776,18.6886538655,18.0051233987,18.3468886321
 06/18  04:00:00,10.6375,4.825,0,0,0,128.8155759924,0,0,0,43.9460481333,18.4980375548,17.7492177777,18.1236276663
 06/18  05:00:00,10,3.6625,0,0,6.5275506688,101.1055804241,100692.696049238,0,0,43.8852217382,18.3273425528,17.5278332701,17.9275879114
 06/18  06:00:00,10.6875,3.4125,0,0,238.7298379715,0,973556.228047753,0,0,26.8408153717,19.4134698001,21.9596403522,20.6865550762
 06/18  07:00:00,12.85,2.975,0.74322432,321072.90624,570.5441813635,0,1778543.02209903,0,6.6983560428,3.1036356294,20.3066377809,21.9999999582,21.1533188696
 06/18  08:00:00,15.9625,1.9125,1.48644864,642145.812480001,767.2489367795,0,2149879.16152363,0,48.7517029827,0,20.7330593741,22,21.366529687
 06/18  09:00:00,17.8875,2.1875,7.06063104,3050192.60928,816.0345527137,0,2179941.61124396,0,82.9457905888,0,21.1670764841,22,21.583538242
 06/18  10:00:00,19.3625,2.6,7.06063104,3050192.60928,784.9300599444,0,2011069.67296746,0,112.1217227482,0,21.5241067549,22,21.7620533774
 06/18  11:00:00,20,5.475,7.06063104,3050192.60928,603.9073583874,0,1506819.31474381,0,127.78406284,0,21.8074039801,22,21.9037019901
 06/18  12:00:00,21.375,7.825,7.06063104,3050192.60928,351.2900963087,0,948234.335922069,0,135.8961345981,0,21.9952101488,22.0938164671,22.044513308
 06/18  13:00:00,21.2,8.8875,3.7161216,1605364.5312,312.1203854748,0,854081.879278959,0,132.7205590582,0,22.2648907616,22.0139674257,22.1394290936
 06/18  14:00:00,19.85,10.2375,7.06063104,3050192.60928,274.235817072,0,804981.61715167,0,116.7616625221,0,22.52951958,22.0000000163,22.2647597982
 06/18  15:00:00,19.4,9.8625,7.06063104,3050192.60928,226.7283090898,0,708686.866387305,0,91.6788205861,0,22.6922133365,22,22.3461066682
 06/18  16:00:00,18.7125,9.925,7.06063104,3050192.60928,175.0263648147,0,607396.224107863,0,64.2132126119,0,22.7535884133,22,22.3767942066
 06/18  17:00:00,17.9875,10.3,7.06063104,3050192.60928,119.9384247947,0,495959.120692565,0,45.560227499,0,22.7347672334,22,22.3673836167
 06/18  18:00:00,17.1125,10.3,5.20257024,2247510.34368,40.4808641447,0,329747.703878182,0,19.414746385,0,22.5745018908,22,22.2872509454
 06/18  19:00:00,15.6375,8.9875,2.97289728,1284291.62496,0,42.7435920465,172924.161886142,0,0,12.782776902,22.2943664897,22,22.1471832449
 06/18  20:00:00,14.3125,6.95,2.97289728,1284291.62496,0,96.7439234105,16045.7733602729,0,0,32.8851410704,20.7539437739,16.5026766931,18.6283102335
 06/18  21:00:00,13.525,6.825,0.74322432,321072.90624,0,101.3765236029,0,0,0,34.6247231985,19.9061830783,17.4300390067,18.6681110425
 06/18  22:00:00,12.6125,6.575,0.74322432,321072.90624,0,110.0589331392,0,0,0,37.5706766789,19.4777053714,16.9121127383,18.1949090549
 06/18  23:00:00,11.8875,5.575,0.37161216,160536.45312,0,115.465838421,0,0,0,39.430747768,19.0762044861,17.1129459502,18.0945752181
 06/18  24:00:00,11.7,4.5125,0.37161216,160536.45312,0,114.8594892326,0,0,0,39.2605799168,18.7786814883,16.8779574725,17.8283194804
 06/19  01:00:00,11.7,4.1,0,0,0,115.6377094531,0,0,0,39.5690199741,18.7342432172,17.9045128155,18.3193780163
 06/19  02:00:00,11.325,4.1,0,0,0,122.7556241917,0,0,0,41.9751341378,18.7347623762,18.0027921493,18.3687772628
 06/19  03:00:00,11.1,4.7875,0,0,0,123.3929924044,0,0,0,42.1520549556,18.5972523685,17.868477058,18.2328647133
 06/19  04:00:00,10.7875,5.2,0,0,0,125.8123493924,0,0,0,42.9674214329,18.4551416411,17.7226979491,18.0889197951
 06/19  05:00:00,10.225,4.5125,0,0,0,104.582186667,58455.0750063113,0,0,40.959735535,18.3243947449,17.5569868176,17.9406907812
 06/19  06:00:00,11.0625,2.85,0,0,63.6862531695,0,490442.636489947,0,0,16.9872967215,19.2913279684,21.959404322,20.6253661452
 06/19  07:00:00,13.075,2.725,0.74322432,321072.90624,362.4529219316,0,1208883.2760084,0,23.8375722743,0,20.1508398006,21.999999955,21.0754198778
 06/19  08:00:00,15.9625,3.1,1.48644864,642145.812480001,660.407434795,0,1865207.59164831,0,67.4634167713,0,20.6571654839,22,21.3285827419
 06/19  09:00:00,18.2625,4.4125,7.06063104,3050192.60928,759.0040231998,0,2018313.05230848,0,110.4316133845,0,21.1378595323,22,21.5689297661
 06/19  10:00:00,19.2125,5.825,7.06063104,3050192.60928,730.6355842701,0,1894214.37579994,0,129.7073983036,0,21.4806983245,22,21.7403491623
 06/19  11:00:00,21.525,6.2,7.06063104,3050192.60928,667.7960053169,0,1632791.26283756,0,155.0987365304,0,21.8260918637,22.2562695973,22.0411807305
 06/19  12:00:00,21.7375,8.1375,7.06063104,3050192.60928,456.0799467145,0,1189662.08594812,0,160.2981225549,0,22.1222116393,22.1659460742,22.1440788567
 06/19  13:00:00,20.7875,8.6125,3.7161216,1605364.5312,387.403421431,0,1044675.40877172,0,153.6825428987,0,22.2522769843,22.0000005226,22.1261387535
 06/19  14:00:00,19.1625,9.5125,7.06063104,3050192.60928,339.1945469778,0,982384.961054267,0,135.519473778,0,22.5208865132,22,22.2604432566
 06/19  15:00:00,18.9875,9.675,7.06063104,3050192.60928,316.1095656697,0,936031.527797886,0,120.4884864944,0,22.7172872345,22,22.3586436172
 06/19  16:00:00,18.4,9.3,7.06063104,3050192.60928,276.9726266221,0,863998.006601809,0,100.2959793412,0,22.8119826908,22,22.4059913454
 06/19  17:00:00,17.1125,7.9875,7.06063104,3050192.60928,182.6707191511,0,672318.708024808,0,67.5818965403,0,22.7729380292,22,22.3864690146
 06/19  18:00:00,16.0125,6.575,5.20257024,2247510.34368,69.7008200121,0,429981.482043649,0,28.668769741,0,22.5908971324,22,22.2954485662
 06/19  19:00:00,14.5375,7.45,2.97289728,1284291.62496,0,44.0765395191,196321.480529513,0,0.234722149,13.7248789435,22.3012416208,22,22.1506208104
 06/19  20:00:00,13.2125,9.2,2.97289728,1284291.62496,0,101.5212023194,16892.2908035233,0,0,34.2999251576,20.5354363669,15.712894067,18.124165217
 06/19  21:00:00,12.8,8.8,0.74322432,321072.90624,0,100.2562237628,0,0,0,34.0525379247,19.6858475654,17.0419781299,18.3639128476
 06/19  22:00:00,12.425,6.95,0.74322432,321072.90624,0,106.1183496538,0,0,0,36.1241856992,19.385328343,16.7926107652,18.0889695541
 06/19  23:00:00,12.2,6.2,0.37161216,160536.45312,0,106.4347832591,0,0,0,36.2530189253,19.0933470343,17.1874944648,18.1404207495
 06/19  24:00:00,11.8875,7.45,0.37161216,160536.45312,0,107.306802445,0,0,0,36.4908366014,18.864143621,16.9842721831,17.9242079021
 06/20  01:00:00,11.7,7.575,0,0,0,109.8400275345,0,0,0,37.3599904474,18.8281810922,17.9835230601,18.4058520762
 06/20  02:00:00,11.7,7.2,0,0,0,112.4693275207,0,0,0,38.2685665284,18.8697716312,18.147255959,18.5085137951
 06/20  03:00:00,11.7,7.2,0,0,0,110.0166453919,0,0,0,37.3989191427,18.7890664339,18.0832647957,18.4361656148
 06/20  04:00:00,11.7,7.825,0,0,0,107.1685499221,0,0,0,36.381784587,18.7006961155,18.0094652792,18.3550806974
 06/20  05:00:00,11.325,7.8875,0,0,0,105.0099226003,7498.73476023,0,0,35.5217833124,18.6129236935,17.901044555,18.2569841242
 06/20  06:00:00,11.475,7.7,0,0,0,91.4058549445,75271.7442728728,0,0,30.5183793125,19.3955013045,21.964560081,20.6800306928
 06/20  07:00:00,11.7,7.7,0.74322432,321072.90624,0,55.816266837,185243.786427917,0,0,17.7886031424,19.9806726026,21.9999999678,20.9903362852
 06/20  08:00:00,12.0125,7.7,1.48644864,642145.812480001,12.1128078549,4.1627613776,334635.841470916,0,4.9926668042,1.1008682737,20.2124931617,22,21.1062465808
 06/20  09:00:00,12.575,7.7,7.06063104,3050192.60928,77.267168168,0,475636.528559329,0,27.41124647,0,20.5084688751,22,21.2542344376
 06/20  10:00:00,13.1125,7.7,7.06063104,3050192.60928,138.1832905777,0,613928.209317023,0,48.01537643,0,20.7081276565,22,21.3540638282
 06/20  11:00:00,14.3625,7.3875,7.06063104,3050192.60928,245.3145851448,0,840009.75034319,0,82.2823541892,0,20.9314377741,22,21.4657188871
 06/20  12:00:00,14.625,8.825,7.06063104,3050192.60928,317.3675345752,0,1029759.28737307,0,110.9168474425,0,21.1429527112,22,21.5714763556
 06/20  13:00:00,15.15,8.8,3.7161216,1605364.5312,321.3585955696,0,1036598.79108535,0,129.5035456668,0,21.2613321908,22,21.6306660954
 06/20  14:00:00,15.9125,8.8875,7.06063104,3050192.60928,319.2104393076,0,1007222.93458185,0,127.3514284929,0,21.5188358729,22,21.7594179365
 06/20  15:00:00,15.7875,9.3,7.06063104,3050192.60928,275.7653015601,0,917484.573462838,0,107.1363440702,0,21.7706298978,22,21.8853149489
 06/20  16:00:00,15.225,9.925,7.06063104,3050192.60928,284.1348323437,0,962229.500209523,0,103.1072412442,0,22.050308948,22,22.025154474
 06/20  17:00:00,14.625,9.675,7.06063104,3050192.60928,139.0931142154,0,620658.765740392,0,52.1849695122,0,22.1050792968,22,22.0525396484
 06/20  18:00:00,13.7125,11.2375,5.20257024,2247510.34368,40.3260556371,2.2559096667,402279.90063878,0,16.3499696744,0.222666939,22.0129177165,22,22.0064588582
 06/20  19:00:00,12.6125,9.775,2.97289728,1284291.62496,0,81.6646901906,139635.5625118,0,0,26.6510944299,21.7797267567,22,21.8898633784
 06/20  20:00:00,12.2,9.5125,2.97289728,1284291.62496,0,104.3611241114,11422.5368233127,0,0,35.1378877693,19.9935731283,15.1258824137,17.559727771
 06/20  21:00:00,12.2,8.3625,0.74322432,321072.90624,0,97.620942762,0,0,0,33.0656278142,19.1751797792,16.528760207,17.8519699931
 06/20  22:00:00,11.8875,7.5125,0.74322432,321072.90624,0,103.3111064983,0,0,0,35.0646992357,18.9065170029,16.3115028248,17.6090099139
 06/20  23:00:00,11.7,7.3875,0.37161216,160536.45312,0,105.0130662957,0,0,0,35.69519075,18.6764930521,16.7641200831,17.7203065676
 06/20  24:00:00,11.7,5.2625,0.37161216,160536.45312,0,104.5192358894,0,0,0,35.5897077341,18.5166938364,16.6847081298,17.6007009831
 06/21  01:00:00,11.325,6.0375,0,0,0,112.0285709403,0,0,0,38.143672395,18.5422456721,17.7047475738,18.123496623
 06/21  02:00:00,11.1,6.575,0,0,0,117.5607891777,0,0,0,40.0142264895,18.5957263217,17.8523636419,18.2240449818
 06/21  03:00:00,11.1,7.45,0,0,0,116.1806575149,0,0,0,39.5107816607,18.527995567,17.7997970751,18.163896321
 06/21  04:00:00,11.1,7.575,0,0,0,111.4525778243,0,0,0,37.8202460539,18.4518557612,17.7372606317,18.0945581964
 06/21  05:00:00,11.1,6.575,0,0,0,97.4771844188,27238.4138784271,0,0,35.01007332,18.3883477634,17.6820343303,18.0351910469
 06/21  06:00:00,11.1,6.2,0,0,0,30.7080580908,249436.34901693,0,0,26.4303962099,19.2883607826,21.9618450327,20.6251029077
 06/21  07:00:00,11.475,7.45,0.74322432,321072.90624,92.1880090794,0,577952.247213806,0,6.8169340348,7.4923104794,19.9865102294,21.9999999565,20.9932550929
 06/21  08:00:00,12.0125,8.2,1.48644864,642145.812480001,314.6720383157,0,1122175.38968309,0,50.80665652,0,20.3818800303,21.9999999999,21.1909400151
 06/21  09:00:00,12.8875,7.8875,7.06063104,3050192.60928,394.909483632,0,1279821.26573208,0,65.0847944255,0,20.7537902309,22,21.3768951154
 06/21  10:00:00,13.9875,7.7,7.06063104,3050192.60928,508.4105933546,0,1510443.81801594,0,81.9355635513,0,21.0765373994,22,21.5382686997
 06/21  11:00:00,15.15,7.075,7.06063104,3050192.60928,551.8605191343,0,1549048.24566405,0,116.9163852285,0,21.3704538224,22,21.6852269112
 06/21  12:00:00,15.9125,7.6375,7.06063104,3050192.60928,296.4523667912,0,974528.169296011,0,112.8623794773,0,21.4228260669,22,21.7114130335
 06/21  13:00:00,16.1,8.2,3.7161216,1605364.5312,276.8344820846,0,914660.571371148,0,115.6592434962,0,21.6314006665,22,21.8157003333
 06/21  14:00:00,16.1,8.8875,7.06063104,3050192.60928,226.4734544031,0,792371.114444077,0,98.1575003265,0,21.9358714485,22,21.9679357242
 06/21  15:00:00,15.7875,9.925,7.06063104,3050192.60928,191.9198453124,0,724298.421210904,0,78.0251371919,0,22.157821262,22,22.078910631
 06/21  16:00:00,15.225,9.675,7.06063104,3050192.60928,145.2881332967,0,631088.840633335,0,54.424469851,0,22.2822776667,22,22.1411388334
 06/21  17:00:00,14.625,9.3,7.06063104,3050192.60928,86.0580199112,0,502942.200725847,0,32.9760811978,0,22.2986070478,22,22.1493035239
 06/21  18:00:00,13.7125,8.3,5.20257024,2247510.34368,57.1914359562,0,463705.123197779,0,23.4246480827,0,22.2080922864,22,22.1040461432
 06/21  19:00:00,12.9875,8.0125,2.97289728,1284291.62496,0,52.6185014984,216907.26393739,0,0,16.1753619973,21.9346403709,22,21.9673201855
 06/21  20:00:00,12.1125,8.2,2.97289728,1284291.62496,0,109.8731186323,19596.4497054882,0,0,37.0893627349,20.0820303089,15.159673246,17.6208517774
 06/21  21:00:00,11.7,7.575,0.74322432,321072.90624,0,108.5372191997,0,0,0,36.8599031647,19.1842812666,16.3734307363,17.7788560014
 06/21  22:00:00,11.7,6.575,0.74322432,321072.90624,0,103.0613188762,0,0,0,34.9313850461,18.883673106,16.2335935088,17.5586333074
 06/21  23:00:00,11.325,5.575,0.37161216,160536.45312,0,104.7492351183,0,0,0,35.4697780475,18.654093315,16.6676922855,17.6608928002
 06/21  24:00:00,11.1,5.825,0.37161216,160536.45312,0,108.0948020943,0,0,0,36.6721215557,18.4314941433,16.4781255246,17.4548098339
 06/22  01:00:00,10.7875,5.8875,0,0,0,115.5993284874,0,0,0,39.2722114394,18.4531117202,17.5686991631,18.0109054417
 06/22  02:00:00,10.6,3.7625,0,0,0,122.9364862167,0,0,0,41.8287454708,18.515107772,17.7324398843,18.1237738281
 06/22  03:00:00,9.85,2.2875,0,0,0,135.0532604259,0,0,0,46.0215784228,18.4160761438,17.5888201266,18.0024481352
 06/22  04:00:00,9.775,3.0375,0,0,0,134.4971370796,0,0,0,45.8886557067,18.2812080229,17.4620907973,17.8716494101
 06/22  05:00:00,10,1.35,0,0,0,99.1753350958,75389.552819375,0,0,42.3143247878,18.1921131554,17.4089278578,17.8005205066
 06/22  06:00:00,10.6875,0.9375,0,0,172.431965143,0,783983.48312278,0,0,28.2216481662,19.282989319,21.9577235557,20.6203564373
 06/22  07:00:00,12.1625,0.5625,0.74322432,321072.90624,528.4863732436,0,1676008.91630063,0,4.8256152253,4.5081139949,20.2172888427,21.9999999463,21.1086443945
 06/22  08:00:00,14.175,1.9375,1.48644864,642145.812480001,694.2820618766,0,2019130.21195563,0,37.0694804697,0,20.6275514063,21.9999999999,21.3137757031
 06/22  09:00:00,15.375,3.1,7.06063104,3050192.60928,770.0359714978,0,2148637.30984914,0,69.1275672594,0,21.0811480346,22,21.5405740173
 06/22  10:00:00,16.2875,3.4125,7.06063104,3050192.60928,739.7196967022,0,1999143.22396789,0,94.992155581,0,21.4301853583,22,21.7150926791
 06/22  11:00:00,17.3875,3.9125,7.06063104,3050192.60928,564.3418786273,0,1486925.38645977,0,113.7402499742,0,21.7008953653,22,21.8504476826
 06/22  12:00:00,19.8625,5.4125,7.06063104,3050192.60928,323.35975299,0,927029.376903401,0,127.0739367062,0,21.8910302553,22,21.9455151276
 06/22  13:00:00,20.7875,8.1375,3.7161216,1605364.5312,300.8277576799,0,835490.263596614,0,129.2091909069,0,22.1724406797,22,22.0862203398
 06/22  14:00:00,20.225,9.3,7.06063104,3050192.60928,270.8860136961,0,781134.403995208,0,115.8787474778,0,22.5057204339,22,22.2528602169
 06/22  15:00:00,19.3125,9.3,7.06063104,3050192.60928,215.0872924508,0,681183.69476919,0,87.8433933267,0,22.6973143284,22,22.3486571642
 06/22  16:00:00,18.9,8.6125,7.06063104,3050192.60928,171.6875106345,0,590688.704218154,0,62.9417353328,0,22.7882218955,22,22.3941109477
 06/22  17:00:00,17.8375,7.575,7.06063104,3050192.60928,105.4467070327,0,464599.557554435,0,40.5483155937,0,22.777330637,22,22.3886653185
 06/22  18:00:00,16.5125,6.575,5.20257024,2247510.34368,28.7485262989,0,321764.045123079,0,15.6461465277,0,22.6325733422,22,22.3162866711
 06/22  19:00:00,15.0375,7.1375,2.97289728,1284291.62496,0,56.9317152664,159780.221964334,0,0,17.5488177476,22.3750531898,22,22.1875265949
 06/22  20:00:00,13.4,7.075,2.97289728,1284291.62496,0,106.9937926463,15696.8392798944,0,0,36.3066842094,20.6667964031,15.8844816961,18.2756390496
 06/22  21:00:00,12.425,6.075,0.74322432,321072.90624,0,112.2823034676,0,0,0,38.3029317918,19.7261812727,16.940200638,18.3331909554
 06/22  22:00:00,11.8875,5.3875,0.74322432,321072.90624,0,116.8572686231,0,0,0,39.8725727263,19.3213809169,16.5714188985,17.9463999077
 06/22  23:00:00,11.325,5.5125,0.37161216,160536.45312,0,120.9609015907,0,0,0,41.2698028701,18.9667671406,16.8876380626,17.9272026016
 06/22  24:00:00,11.1,5.7,0.37161216,160536.45312,0,120.3643169206,0,0,0,41.0056047099,18.6654965547,16.6527185124,17.6591075335
 06/23  01:00:00,11.1,5.0125,0,0,0,121.6975534545,0,0,0,41.5241324061,18.628463738,17.7444709021,18.18646732
 06/23  02:00:00,10.7875,3.35,0,0,0,128.8999362266,0,0,0,44.064149928,18.6436519446,17.8642173515,18.2539346481
 06/23  03:00:00,10.6,1.9125,0,0,0,129.9822377015,0,0,0,44.4545137435,18.5131187529,17.7398656673,18.1264922101
 06/23  04:00:00,10.9125,0.5625,0,0,0,124.5714340005,0,0,0,42.5521941731,18.3851206633,17.6621284375,18.0236245504
 06/23  05:00:00,10.7875,1.3125,0,0,0.0780627873,93.0483560805,79121.7769914293,0,0,40.3455250494,18.2790591819,17.5657740861,17.922416634
 06/23  06:00:00,11.6,1.725,0,0,201.1171234423,0,793741.466497433,0,0,16.5973428769,18.4398472672,17.7785885008,18.109217884
 06/23  07:00:00,14.325,0.5625,0.74322432,321072.90624,555.3362108596,0,1645225.20133117,0,19.054920728,0,19.6604022972,21.9550431802,20.8077227387
 06/23  08:00:00,16.6,1.625,0.74322432,321072.90624,747.822611207,0,2071176.2639283,0,54.429817115,0,20.4990604458,21.999999592,21.2495300189
 06/23  09:00:00,17.8875,2.6,3.7161216,1605364.5312,800.4950635659,0,2144306.4868038,0,87.8659170668,0,20.9533039355,21.9999999999,21.4766519677
 06/23  10:00:00,19.7375,2.6,3.7161216,1605364.5312,796.0693891455,0,2031350.52122696,0,117.9507873465,0,21.3504950927,22,21.6752475464
 06/23  11:00:00,21.2875,6.1,3.7161216,1605364.5312,635.9459553055,0,1552476.0831409,0,136.4638874068,0,21.6596436407,22,21.8298218204
 06/23  12:00:00,20.2625,9.825,3.7161216,1605364.5312,342.7822432968,0,965556.835562608,0,127.6642679268,0,21.8209040832,22,21.9104520416
 06/23  13:00:00,20.8375,10.8,3.7161216,1605364.5312,327.3841958476,0,893634.954363533,0,135.0161106051,0,22.129233102,22,22.064616551
 06/23  14:00:00,20.2625,10.8,3.7161216,1605364.5312,289.8172558027,0,828938.289419786,0,120.6272840535,0,22.3419287904,22,22.1709643952
 06/23  15:00:00,19.4,9.175,0.74322432,321072.90624,236.8154184243,0,738042.718707237,0,94.3670959021,0,22.3899994037,22,22.1949997018
 06/23  16:00:00,18.7125,10.1375,0.74322432,321072.90624,168.7020988549,0,593577.99701542,0,61.8033543114,0,22.4072415293,22,22.2036207646
 06/23  17:00:00,17.9875,9.3625,0.74322432,321072.90624,157.3128865403,0,587966.885917904,0,58.5691537949,0,22.4183647899,22,22.2091823949
 06/23  18:00:00,16.7375,7.575,0,0,74.9300542781,0,421716.945870611,0,30.6096193894,0,22.2381613576,21.6031004179,21.9206308877
 06/23  19:00:00,14.35,9.1375,0,0,1.0519531208,41.6192519937,200766.017158291,0,0.9345215437,13.2344132987,21.8617809815,21.00177405,21.4317775158
 06/23  20:00:00,13.3,10.3,0,0,0,121.0953863871,17079.5010023323,0,0,41.021294627,21.4092029728,20.4870859501,20.9481444614
 06/23  21:00:00,13.3,9.9875,0,0,0,121.6689244654,0,0,0,41.3322166284,21.0199182034,20.1480964962,20.5840073498
 06/23  22:00:00,13.3,9.4875,0,0,0,116.0776146722,0,0,0,39.4449048944,20.6507868437,19.8340033357,20.2423950897
 06/23  23:00:00,12.9875,8.9875,0,0,0,113.4991907252,0,0,0,38.5227757776,20.3101217011,19.5173217283,19.9137217147
 06/23  24:00:00,12.8,8.425,0,0,0,111.0483184803,0,0,0,37.6915024333,20.008789736,19.2403524333,19.6245710846
 06/24  01:00:00,12.425,7.575,0,0,0,110.9945789716,0,0,0,37.6313962995,19.7550359423,18.9902098718,19.3726229071
 06/24  02:00:00,12.575,5.575,0,0,0,101.8427069394,0,0,0,34.4682816387,19.5478765201,18.8199842412,19.1839303807
 06/24  03:00:00,12.1125,4.975,0,0,0,104.9018205313,0,0,0,35.4679056206,19.3760494738,18.6364318631,19.0062406684
 06/24  04:00:00,11.7,4.825,0,0,0,109.7219062993,0,0,0,37.1473746304,19.1986497121,18.4378487036,18.8182492078
 06/24  05:00:00,11.7,5.2875,0,0,0,99.8516750271,22659.8387890849,0,0,35.0614429597,19.0684046232,18.321075815,18.6947402191
 06/24  06:00:00,12.0125,5.0125,0,0,0,47.2876928361,139565.388927742,0,0,18.2627646311,19.0125479841,18.2980715878,18.6553097859
 06/24  07:00:00,12.2,6.225,0,0,30.9516511107,12.9663912696,292859.503708447,0,4.6390643446,3.9840355953,19.0054435511,18.3059965488,18.6557200499
 06/24  08:00:00,12.8875,7.5125,0,0,260.5826488773,0,888390.289990237,0,43.9581203136,0,19.2155875174,18.5330728755,18.8743301964
 06/24  09:00:00,13.9875,7.3875,0,0,559.5503039094,0,1614993.12410006,0,95.839964877,0,19.6568184363,19.0319744252,19.3443964307
 06/24  10:00:00,15.4625,9.1375,0,0,698.0793874234,0,1908458.2742746,0,143.3263303508,0,20.109852498,19.5733700031,19.8416112506
 06/24  11:00:00,16.7875,10.3,0,0,691.3113936789,0,1846919.95399672,0,174.4210626174,0,20.5465596451,20.0867071847,20.3166334149
 06/24  12:00:00,17.575,9.675,0,0,462.9401453141,0,1307187.31601647,0,156.8534374979,0,20.7620570828,20.3395369805,20.5507970317
 06/24  13:00:00,18.1125,8.6125,0,0,415.287089312,0,1169087.03868103,0,159.9767189752,0,21.052922413,20.6311239747,20.8420231939
 06/24  14:00:00,18.675,8.8875,0,0,386.4301280441,0,1091616.49876454,0,147.7393440482,0,21.3787870331,20.9862495902,21.1825183117
 06/24  15:00:00,17.525,8.6125,0,0,295.4938359614,0,906479.102243963,0,108.0468065086,0,21.5919991561,21.0684970421,21.3302480991
 06/24  16:00:00,16.7,8.2,0,0,261.8578813663,0,851186.125438425,0,94.6663405438,0,21.6950973637,21.0415475797,21.3683224717
 06/24  17:00:00,16.325,8.8875,0,0,198.3617281352,0,711400.058630527,0,72.3338455266,0,21.6764821033,20.9960023513,21.3362422273
 06/24  18:00:00,15.4125,9.3,0,0,86.9405284163,0,459246.965248264,0,32.8186822787,0,21.4928179948,20.7508851846,21.1218515897
 06/24  19:00:00,14.625,7.3625,0,0,1.9641879418,31.8074674584,187021.355728491,0,1.1442233953,10.0285956663,21.1919419781,20.4151640427,20.8035530104
 06/24  20:00:00,13.7125,6.825,0,0,0,106.0052683574,20094.4323837952,0,0,35.9546154302,20.84584026,20.031076787,20.4384585235
 06/24  21:00:00,13.3,7.2,0,0,0,113.1391746275,0,0,0,38.4631714891,20.5143830146,19.7018255266,20.1081042706
 06/24  22:00:00,12.9875,7.825,0,0,0,113.7544908886,0,0,0,38.6698467712,20.2089272408,19.4169112874,19.8129192641
 06/24  23:00:00,12.8,7.575,0,0,0,109.0141746403,0,0,0,36.9936115663,19.9257618566,19.1582838194,19.542022838
 06/24  24:00:00,12.8,8.5125,0,0,0,107.2082890825,0,0,0,36.4207991765,19.6866293731,18.9559410565,19.3212852148
 06/25  01:00:00,12.425,9.3,0,0,0,109.2732052792,0,0,0,37.100338045,19.4810796144,18.7564246641,19.1187521392
 06/25  02:00:00,12.575,8.6125,0,0,0,103.7351567591,0,0,0,35.2329274167,19.3108511326,18.6197342124,18.9652926725
 06/25  03:00:00,12.425,7.575,0,0,0,102.7452857064,0,0,0,34.8623614915,19.1777348657,18.4968644699,18.8372996678
 06/25  04:00:00,12.575,5.95,0,0,0,95.2968289935,0,0,0,32.2834712878,19.0595961598,18.4032408997,18.7314185297
 06/25  05:00:00,12.8,5.825,0,0,0,85.4843171466,11900.488103634,0,0,29.2012450528,18.9826512354,18.3599260696,18.6712886525
 06/25  06:00:00,12.8,5.8875,0,0,0,68.1275752457,93265.6431002625,0,0,22.6337715927,19.6596001281,21.9719135899,20.815756859
 06/25  07:00:00,12.8,6.0125,0.74322432,321072.90624,0,30.7426987654,209998.896074815,0,0,9.4233310396,20.1692659859,21.9999999885,21.0846329872
 06/25  08:00:00,13.4875,5.575,1.48644864,642145.812480001,49.8366406212,0,387029.38180578,0,17.4456113315,0,20.3948731491,22,21.1974365745
 06/25  09:00:00,14.2125,6.45,7.06063104,3050192.60928,131.7688374872,0,555921.650820844,0,45.1057758765,0,20.6955926934,22,21.3477963467
 06/25  10:00:00,14.775,5.95,7.06063104,3050192.60928,192.6618806636,0,692308.845483398,0,65.8378256999,0,20.9012405067,22,21.4506202533
 06/25  11:00:00,15,5.2,7.06063104,3050192.60928,231.4932288986,0,784684.158490234,0,79.6274445165,0,21.07845581,22,21.539227905
 06/25  12:00:00,14.625,5.2,7.06063104,3050192.60928,259.2121685821,0,872658.293117735,0,91.8177918591,0,21.243031783,22,21.6215158915
 06/25  13:00:00,15.4625,5.825,3.7161216,1605364.5312,345.5421810933,0,1078221.40991315,0,134.0885863656,0,21.4120316525,22,21.7060158263
 06/25  14:00:00,16.7875,6.2,7.06063104,3050192.60928,329.3295353837,0,1002109.79525545,0,133.1046600745,0,21.647756867,22,21.8238784335
 06/25  15:00:00,17.2,7.1375,7.06063104,3050192.60928,275.1416722606,0,865192.497740971,0,107.0873953852,0,21.891396122,22,21.945698061
 06/25  16:00:00,16.5125,6.7625,7.06063104,3050192.60928,297.7228145131,0,944849.103576981,0,107.8597181039,0,22.2148378994,22,22.1074189497
