Date/Time,Environment:Outdoor Dry Bulb [C](Hourly),ZONE1:Zone People Number Of Occupants [](Hourly),ZONE1:Zone People Total Heat Gain [J](Hourly),ZONE1:Zone Operative Temperature [C](Hourly)
 09/27  12:00:00,18.9875,7.06063104,3050192.60928,21.8177885735
 09/27  13:00:00,19.0875,3.7161216,1605364.5312,21.9271034953
 09/27  14:00:00,18.9,7.06063104,3050192.60928,22.0820833455
 09/27  15:00:00,18.2125,7.06063104,3050192.60928,22.1405608549
 09/27  16:00:00,18.1125,7.06063104,3050192.60928,22.157540066
 09/27  17:00:00,17.6125,7.06063104,3050192.60928,22.1628133747
 09/27  18:00:00,16.5125,5.20257024,2247510.34368,22.0541654987
 09/27  19:00:00,16.1,2.97289728,1284291.62496,21.9220537312
 09/27  20:00:00,16.1,2.97289728,1284291.62496,19.2115644012
 09/27  21:00:00,16.1,0.74322432,321072.90624,19.3672646563
 09/27  22:00:00,15.7875,0.74322432,321072.90624,19.1477347534
 09/27  23:00:00,15.6,0.37161216,160536.45312,19.136203801
 09/27  24:00:00,15.6,0.37161216,160536.45312,19.019762143
 09/28  01:00:00,15.6,0,0,19.3135348333
 09/28  02:00:00,15.6,0,0,19.3681568839
 09/28  03:00:00,15.6,0,0,19.3286770295
 09/28  04:00:00,15.6,0,0,19.2859915265
 09/28  05:00:00,15.6,0,0,19.2496127108
 09/28  06:00:00,15.6,0,0,20.9799778806
 09/28  07:00:00,15.9125,0.74322432,321072.90624,21.2157401088
 09/28  08:00:00,16.475,1.48644864,642145.812480001,21.3854857167
 09/28  09:00:00,18.075,7.06063104,3050192.60928,21.5984438587
 09/28  10:00:00,18.9,7.06063104,3050192.60928,21.7631697939
 09/28  11:00:00,19.5875,7.06063104,3050192.60928,21.9160772997
 09/28  12:00:00,20.375,7.06063104,3050192.60928,22.1802973862
 09/28  13:00:00,20.9125,3.7161216,1605364.5312,22.2329865121
 09/28  14:00:00,22.1625,7.06063104,3050192.60928,22.5617132217
 09/28  15:00:00,22.1125,7.06063104,3050192.60928,22.491057008
 09/28  16:00:00,21.325,7.06063104,3050192.60928,22.2445446971
 09/28  17:00:00,20.0375,7.06063104,3050192.60928,22.1614533798
 09/28  18:00:00,18.4,5.20257024,2247510.34368,22.0288771937
 09/28  19:00:00,16.7375,2.97289728,1284291.62496,21.883903641
 09/28  20:00:00,16.1,2.97289728,1284291.62496,19.1604005054
 09/28  21:00:00,16.1,0.74322432,321072.90624,19.3276337189
 09/28  22:00:00,16.1,0.74322432,321072.90624,19.1976153153
 09/28  23:00:00,16.1,0.37161216,160536.45312,19.2488656876
 09/28  24:00:00,16.1,0.37161216,160536.45312,19.1580483402
 09/29  01:00:00,16.1,0,0,19.4223054724
 09/29  02:00:00,15.7875,0,0,19.4497159483
 09/29  03:00:00,15.9125,0,0,19.411481529
 09/29  04:00:00,16.1,0,0,19.3976919237
 09/29  05:00:00,16.1,0,0,19.3679447353
 09/29  06:00:00,15.7875,0,0,19.31208214
 09/29  07:00:00,15.6,0.74322432,321072.90624,21.0517369205
 09/29  08:00:00,16.6,0.74322432,321072.90624,21.3555775213
 09/29  09:00:00,17.8875,3.7161216,1605364.5312,21.6940668113
 09/29  10:00:00,18.9875,3.7161216,1605364.5312,22.0387636642
 09/29  11:00:00,20.4625,3.7161216,1605364.5312,22.2376313731
 09/29  12:00:00,21.7875,3.7161216,1605364.5312,22.495587492
 09/29  13:00:00,22.575,3.7161216,1605364.5312,23.0863863372
 09/29  14:00:00,21.7375,3.7161216,1605364.5312,22.7889585733
 09/29  15:00:00,20.7875,0.74322432,321072.90624,22.3843663617
 09/29  16:00:00,19.5375,0.74322432,321072.90624,22.272579769
 09/29  17:00:00,18.2125,0.74322432,321072.90624,22.1427623947
 09/29  18:00:00,16.425,0,0,21.604434233
 09/29  19:00:00,15.6,0,0,21.0768460524
 09/29  20:00:00,15.6,0,0,20.7594088851
 09/29  21:00:00,15.225,0,0,20.4571150376
 09/29  22:00:00,15,0,0,20.1854821104
 09/29  23:00:00,14.625,0,0,19.959302423
 09/29  24:00:00,14.4,0,0,19.7613181719
 09/30  01:00:00,14.4,0,0,19.6108648262
 09/30  02:00:00,14.0875,0,0,19.4650252476
 09/30  03:00:00,13.525,0,0,19.3004106112
 09/30  04:00:00,12.9875,0,0,19.1291971869
 09/30  05:00:00,13.1125,0,0,19.0014503985
 09/30  06:00:00,12.9875,0,0,18.874718171
 09/30  07:00:00,13.1125,0,0,19.0312874497
 09/30  08:00:00,15.05,0,0,19.8638473642
 09/30  09:00:00,17.1625,0,0,20.636560411
 09/30  10:00:00,18.4875,0,0,21.2660122161
 09/30  11:00:00,19.5875,0,0,21.895609269
 09/30  12:00:00,21.0625,0,0,22.3755734581
 09/30  13:00:00,22.7,0,0,23.0232997757
 09/30  14:00:00,20.8625,0,0,23.0745899422
 09/30  15:00:00,18.7125,0,0,22.45385341
 09/30  16:00:00,17.6125,0,0,22.0505526449
 09/30  17:00:00,16.8875,0,0,21.6627014979
 09/30  18:00:00,16.0125,0,0,21.261126217
 09/30  19:00:00,14.85,0,0,20.8019031219
 09/30  20:00:00,14.0875,0,0,20.426772821
 09/30  21:00:00,13.9,0,0,20.1278716505
 09/30  22:00:00,13.9,0,0,19.8857474043
 09/30  23:00:00,13.9,0,0,19.6762859172
 09/30  24:00:00,13.9,0,0,19.493019774
 10/01  01:00:00,13.9,0,0,19.3550694691
 10/01  02:00:00,13.9,0,0,19.2378767351
 10/01  03:00:00,13.9,0,0,19.1377326454
 10/01  04:00:00,13.9,0,0,19.0643573797
 10/01  05:00:00,13.9,0,0,19.0085731352
 10/01  06:00:00,13.9,0,0,20.9205477217
 10/01  07:00:00,13.9,0.74322432,321072.90624,21.1484894403
 10/01  08:00:00,14.2125,1.48644864,642145.812480001,21.2289208343
 10/01  09:00:00,14.4,7.06063104,3050192.60928,21.3458121548
 10/01  10:00:00,14.4,7.06063104,3050192.60928,21.4139571494
 10/01  11:00:00,14.775,7.06063104,3050192.60928,21.4781120793
 10/01  12:00:00,15,7.06063104,3050192.60928,21.5345486049
 10/01  13:00:00,15,3.7161216,1605364.5312,21.5669537745
 10/01  14:00:00,15.375,7.06063104,3050192.60928,21.638000755
 10/01  15:00:00,15.225,7.06063104,3050192.60928,21.674775898
 10/01  16:00:00,15.375,7.06063104,3050192.60928,21.702752444
 10/01  17:00:00,14.85,7.06063104,3050192.60928,21.6977974771
 10/01  18:00:00,14.4,5.20257024,2247510.34368,21.6429257496
 10/01  19:00:00,14.4,2.97289728,1284291.62496,21.5904647905
 10/01  20:00:00,14.4,2.97289728,1284291.62496,18.1663423461
 10/01  21:00:00,14.4,0.74322432,321072.90624,18.3681297256
 10/01  22:00:00,14.4,0.74322432,321072.90624,18.2883766167
 10/01  23:00:00,14.4,0.37161216,160536.45312,18.441125718
 10/01  24:00:00,14.4,0.37161216,160536.45312,18.3949255842
 10/02  01:00:00,14.4,0,0,18.8073036612
 10/02  02:00:00,14.4,0,0,18.9322981504
 10/02  03:00:00,14.4,0,0,18.9236798787
 10/02  04:00:00,14.4,0,0,18.8987812098
 10/02  05:00:00,14.4,0,0,18.8678745681
 10/02  06:00:00,14.4,0,0,20.8576290215
 10/02  07:00:00,14.775,0.74322432,321072.90624,21.1164561536
 10/02  08:00:00,15.6875,1.48644864,642145.812480001,21.2980165667
 10/02  09:00:00,16.1,7.06063104,3050192.60928,21.4570225432
 10/02  10:00:00,16.7875,7.06063104,3050192.60928,21.6484836993
 10/02  11:00:00,16.5125,7.06063104,3050192.60928,22.0238716339
 10/02  12:00:00,16.7875,7.06063104,3050192.60928,22.2078652745
 10/02  13:00:00,17.2,3.7161216,1605364.5312,22.3484469403
 10/02  14:00:00,16.8875,7.06063104,3050192.60928,22.3542137095
 10/02  15:00:00,17.0125,7.06063104,3050192.60928,22.2197185346
 10/02  16:00:00,16.8875,7.06063104,3050192.60928,22.1701573143
 10/02  17:00:00,16.325,7.06063104,3050192.60928,22.0755560171
 10/02  18:00:00,15.4125,5.20257024,2247510.34368,21.9230283765
 10/02  19:00:00,14.625,2.97289728,1284291.62496,21.7749789524
 10/02  20:00:00,14.0875,2.97289728,1284291.62496,18.1635775819
 10/02  21:00:00,13.9,0.74322432,321072.90624,18.3396317737
 10/02  22:00:00,13.9,0.74322432,321072.90624,18.2127091224
 10/02  23:00:00,13.525,0.37161216,160536.45312,18.2799001342
 10/02  24:00:00,13.3,0.37161216,160536.45312,18.1184244601
 10/03  01:00:00,12.9875,0,0,18.5454553432
 10/03  02:00:00,13.1125,0,0,18.6520507166
 10/03  03:00:00,12.9875,0,0,18.6091362997
 10/03  04:00:00,12.8,0,0,18.5313480192
 10/03  05:00:00,12.8,0,0,18.4715485432
 10/03  06:00:00,12.8,0,0,20.7262156446
 10/03  07:00:00,13.1125,0.74322432,321072.90624,21.1208128245
 10/03  08:00:00,13.9875,1.48644864,642145.812480001,21.4974056007
 10/03  09:00:00,15.15,7.06063104,3050192.60928,21.8165477386
 10/03  10:00:00,15.9125,7.06063104,3050192.60928,22.0016860127
 10/03  11:00:00,16.475,7.06063104,3050192.60928,22.1252109309
 10/03  12:00:00,17.3875,7.06063104,3050192.60928,22.2186919025
 10/03  13:00:00,17.8,3.7161216,1605364.5312,22.3353620941
 10/03  14:00:00,17.425,7.06063104,3050192.60928,22.3191892666
 10/03  15:00:00,17.575,7.06063104,3050192.60928,22.1555072917
 10/03  16:00:00,17.1125,7.06063104,3050192.60928,22.0939154347
 10/03  17:00:00,16.325,7.06063104,3050192.60928,22.0082642134
 10/03  18:00:00,15.4125,5.20257024,2247510.34368,21.8674266977
 10/03  19:00:00,14.625,2.97289728,1284291.62496,21.7270217814
 10/03  20:00:00,14.4,2.97289728,1284291.62496,18.2563224965
 10/03  21:00:00,14.0875,0.74322432,321072.90624,18.3846489832
 10/03  22:00:00,13.9,0.74322432,321072.90624,18.1765436315
 10/03  23:00:00,13.525,0.37161216,160536.45312,18.2295458748
 10/03  24:00:00,12.9875,0.37161216,160536.45312,18.0009794562
 10/04  01:00:00,12.8,0,0,18.4148985891
 10/04  02:00:00,12.425,0,0,18.482602068
 10/04  03:00:00,11.8875,0,0,18.3608484589
 10/04  04:00:00,11.7,0,0,18.238438197
 10/04  05:00:00,11.325,0,0,18.1065638981
 10/04  06:00:00,10.7875,0,0,20.5860716602
 10/04  07:00:00,11.2875,0.74322432,321072.90624,21.0123599168
 10/04  08:00:00,13.075,1.48644864,642145.812480001,21.3926253592
 10/04  09:00:00,14.9625,7.06063104,3050192.60928,21.6987840742
 10/04  10:00:00,15.9125,7.06063104,3050192.60928,21.8937549764
 10/04  11:00:00,16.7875,7.06063104,3050192.60928,22.0566880553
 10/04  12:00:00,17.8875,7.06063104,3050192.60928,22.1865104834
 10/04  13:00:00,20.425,3.7161216,1605364.5312,22.3559804363
 10/04  14:00:00,21.325,7.06063104,3050192.60928,22.405068689
 10/04  15:00:00,20.7875,7.06063104,3050192.60928,22.3015976805
 10/04  16:00:00,19.85,7.06063104,3050192.60928,22.2433325125
 10/04  17:00:00,18.4,7.06063104,3050192.60928,22.1544922928
 10/04  18:00:00,16.425,5.20257024,2247510.34368,21.9929992674
 10/04  19:00:00,15.225,2.97289728,1284291.62496,21.834527346
 10/04  20:00:00,14.625,2.97289728,1284291.62496,18.4212015982
 10/04  21:00:00,14.4,0.74322432,321072.90624,18.5706973395
 10/04  22:00:00,14.0875,0.74322432,321072.90624,18.3434459577
 10/04  23:00:00,14.2125,0.37161216,160536.45312,18.430578568
 10/04  24:00:00,14.0875,0.37161216,160536.45312,18.3043708518
 10/05  01:00:00,13.525,0,0,18.5986761654
 10/05  02:00:00,12.9875,0,0,18.5893539134
 10/05  03:00:00,12.8,0,0,18.4656783226
 10/05  04:00:00,12.425,0,0,18.3301180437
 10/05  05:00:00,11.5125,0,0,18.1464679261
 10/05  06:00:00,11.475,0,0,20.5907757639
 10/05  07:00:00,12.0125,0.74322432,321072.90624,21.0077402883
 10/05  08:00:00,14.325,1.48644864,642145.812480001,21.3928246727
 10/05  09:00:00,16.2875,7.06063104,3050192.60928,21.7071225559
 10/05  10:00:00,18.7625,7.06063104,3050192.60928,21.9100608427
 10/05  11:00:00,21.0625,7.06063104,3050192.60928,22.0847694889
 10/05  12:00:00,21.7,7.06063104,3050192.60928,22.252998592
 10/05  13:00:00,22.0125,3.7161216,1605364.5312,22.6231792936
 10/05  14:00:00,22.8875,7.06063104,3050192.60928,23.083002038
 10/05  15:00:00,24.3625,7.06063104,3050192.60928,23.7669559584
 10/05  16:00:00,23.9375,7.06063104,3050192.60928,23.6629599909
 10/05  17:00:00,23.3,7.06063104,3050192.60928,23.2328897067
 10/05  18:00:00,22.3,5.20257024,2247510.34368,22.5858607493
 10/05  19:00:00,21.7,2.97289728,1284291.62496,22.0865545304
 10/05  20:00:00,20.2625,2.97289728,1284291.62496,21.2790315605
 10/05  21:00:00,18.7125,0.74322432,321072.90624,20.6568033719
 10/05  22:00:00,17.6125,0.74322432,321072.90624,20.0869039282
 10/05  23:00:00,17.2,0.37161216,160536.45312,19.8782032427
 10/05  24:00:00,16.8875,0.37161216,160536.45312,19.6272013705
 10/06  01:00:00,16.0125,0,0,19.6806210179
 10/06  02:00:00,15.225,0,0,19.5369425898
 10/06  03:00:00,14.3125,0,0,19.3140041711
 10/06  04:00:00,14.2125,0,0,19.1462660144
 10/06  05:00:00,14.0875,0,0,19.0256371478
 10/06  06:00:00,13.525,0,0,18.8721504848
 10/06  07:00:00,13.9875,0.74322432,321072.90624,20.9464540094
 10/06  08:00:00,16.15,0.74322432,321072.90624,21.3800304948
 10/06  09:00:00,17.575,3.7161216,1605364.5312,21.6554438625
 10/06  10:00:00,18.4875,3.7161216,1605364.5312,21.6952135297
 10/06  11:00:00,19.2125,3.7161216,1605364.5312,21.9935862917
 10/06  12:00:00,19.775,3.7161216,1605364.5312,22.1524426715
 10/06  13:00:00,21.375,3.7161216,1605364.5312,22.4881405743
 10/06  14:00:00,22.2,3.7161216,1605364.5312,22.7599881104
 10/06  15:00:00,23.575,0.74322432,321072.90624,23.0434804003
 10/06  16:00:00,25.15,0.74322432,321072.90624,23.5777813142
 10/06  17:00:00,23.85,0.74322432,321072.90624,23.2938129736
 10/06  18:00:00,21.05,0,0,22.4809296949
 10/06  19:00:00,18.9375,0,0,21.8747959715
 10/06  20:00:00,17.9875,0,0,21.4216225834
 10/06  21:00:00,17.425,0,0,21.0560923075
 10/06  22:00:00,16.5125,0,0,20.6904767427
 10/06  23:00:00,16.1,0,0,20.3763484827
 10/06  24:00:00,15.7875,0,0,20.1263836928
 10/07  01:00:00,14.85,0,0,19.8531002486
 10/07  02:00:00,14.0875,0,0,19.5875581477
 10/07  03:00:00,13.9,0,0,19.3903982741
 10/07  04:00:00,13.2125,0,0,19.1850308642
 10/07  05:00:00,12.425,0,0,18.9568822136
 10/07  06:00:00,12.2,0,0,18.7800732159
 10/07  07:00:00,12.8875,0,0,18.7342135616
 10/07  08:00:00,13.9875,0,0,18.8585764423
 10/07  09:00:00,15.4625,0,0,19.1269474897
 10/07  10:00:00,16.475,0,0,19.3695521638
 10/07  11:00:00,17.7,0,0,19.9069114679
 10/07  12:00:00,19.7375,0,0,20.6359507488
 10/07  13:00:00,20.9125,0,0,21.0511866686
 10/07  14:00:00,20.7875,0,0,21.2455411927
 10/07  15:00:00,19.85,0,0,21.2082931313
 10/07  16:00:00,19.0875,0,0,21.1315580143
 10/07  17:00:00,18.525,0,0,20.9569616096
 10/07  18:00:00,17.6125,0,0,20.6934552839
 10/07  19:00:00,16.8875,0,0,20.4445502429
 10/07  20:00:00,16.325,0,0,20.2170419042
 10/07  21:00:00,16.1,0,0,20.0076951704
 10/07  22:00:00,16.1,0,0,19.8393043546
 10/07  23:00:00,16.1,0,0,19.6941479051
 10/07  24:00:00,16.475,0,0,19.5972042203
 10/08  01:00:00,17.0125,0,0,19.5573570269
 10/08  02:00:00,16.8875,0,0,19.5021976564
 10/08  03:00:00,16.7,0,0,19.4353003091
 10/08  04:00:00,16.7,0,0,19.3944940449
 10/08  05:00:00,16.7,0,0,19.3625223728
 10/08  06:00:00,16.325,0,0,19.306437019
 10/08  07:00:00,16.475,0,0,19.3105433163
 10/08  08:00:00,16.7,0,0,19.5355307013
 10/08  09:00:00,17.0125,0,0,19.7244384158
 10/08  10:00:00,17.2,0,0,19.8441018796
 10/08  11:00:00,17.8875,0,0,20.4147934951
 10/08  12:00:00,18.675,0,0,20.8468392935
 10/08  13:00:00,18.9,0,0,21.5385499818
 10/08  14:00:00,18.525,0,0,21.6952622086
 10/08  15:00:00,18.3,0,0,21.3654991336
 10/08  16:00:00,17.9875,0,0,21.1990647042
 10/08  17:00:00,17.425,0,0,20.9930827464
 10/08  18:00:00,16.2,0,0,20.6449855033
 10/08  19:00:00,15.225,0,0,20.2857361002
 10/08  20:00:00,15,0,0,20.0342679889
 10/08  21:00:00,14.625,0,0,19.7996351645
 10/08  22:00:00,14.4,0,0,19.5826286427
 10/08  23:00:00,14.0875,0,0,19.3913303178
 10/08  24:00:00,13.9,0,0,19.2184338669
 10/09  01:00:00,13.525,0,0,19.0653412652
 10/09  02:00:00,12.9875,0,0,18.8972860554
 10/09  03:00:00,12.8,0,0,18.7589294674
 10/09  04:00:00,12.8,0,0,18.6537465114
 10/09  05:00:00,12.8,0,0,18.5606202736
 10/09  06:00:00,12.8,0,0,20.7503531695
 10/09  07:00:00,12.8,0.74322432,321072.90624,21.1157919819
 10/09  08:00:00,14.175,1.48644864,642145.812480001,21.4938778014
 10/09  09:00:00,16.0625,7.06063104,3050192.60928,21.8159178967
 10/09  10:00:00,17.3875,7.06063104,3050192.60928,22.0276416092
 10/09  11:00:00,18.4875,7.06063104,3050192.60928,22.1933802978
 10/09  12:00:00,19.5875,7.06063104,3050192.60928,22.3119035744
 10/09  13:00:00,19.3125,3.7161216,1605364.5312,22.4130014632
 10/09  14:00:00,18.525,7.06063104,3050192.60928,22.4074059106
 10/09  15:00:00,17.9875,7.06063104,3050192.60928,22.2713293535
 10/09  16:00:00,17.425,7.06063104,3050192.60928,22.1922415638
 10/09  17:00:00,16.5125,7.06063104,3050192.60928,22.0946686634
 10/09  18:00:00,15.4125,5.20257024,2247510.34368,21.9383625586
 10/09  19:00:00,15,2.97289728,1284291.62496,21.7934828806
 10/09  20:00:00,14.625,2.97289728,1284291.62496,18.4252230176
 10/09  21:00:00,14.0875,0.74322432,321072.90624,18.4829505323
 10/09  22:00:00,13.9,0.74322432,321072.90624,18.2693459578
 10/09  23:00:00,13.525,0.37161216,160536.45312,18.3246692058
 10/09  24:00:00,13.3,0.37161216,160536.45312,18.1522882376
 10/10  01:00:00,13.3,0,0,18.5996718018
 10/10  02:00:00,12.9875,0,0,18.6828226535
 10/10  03:00:00,12.425,0,0,18.5790266077
 10/10  04:00:00,12.2,0,0,18.4768415015
 10/10  05:00:00,11.8875,0,0,18.3736649892
 10/10  06:00:00,11.325,0,0,20.6921304391
 10/10  07:00:00,11.1,0.74322432,321072.90624,21.0664851616
 10/10  08:00:00,12.85,1.48644864,642145.812480001,21.422488938
 10/10  09:00:00,14.5875,7.06063104,3050192.60928,21.744377527
 10/10  10:00:00,15.375,7.06063104,3050192.60928,21.9229146457
 10/10  11:00:00,16.2875,7.06063104,3050192.60928,22.0674919643
 10/10  12:00:00,17.0125,7.06063104,3050192.60928,22.2037181188
 10/10  13:00:00,17.8875,3.7161216,1605364.5312,22.3565364912
 10/10  14:00:00,18.675,7.06063104,3050192.60928,22.3943138888
 10/10  15:00:00,18.525,7.06063104,3050192.60928,22.2879422963
 10/10  16:00:00,17.9875,7.06063104,3050192.60928,22.233030246
 10/10  17:00:00,16.425,7.06063104,3050192.60928,22.1278122706
 10/10  18:00:00,14.85,5.20257024,2247510.34368,21.9607418556
 10/10  19:00:00,13.7125,2.97289728,1284291.62496,21.8037863899
 10/10  20:00:00,13.3,2.97289728,1284291.62496,17.7958744868
 10/10  21:00:00,12.9875,0.74322432,321072.90624,18.0295402094
 10/10  22:00:00,12.425,0.74322432,321072.90624,17.7229097637
 10/10  23:00:00,11.8875,0.37161216,160536.45312,17.7580818466
 10/10  24:00:00,12.0125,0.37161216,160536.45312,17.6358033595
 10/11  01:00:00,11.5125,0,0,18.1464850023
 10/11  02:00:00,10.4125,0,0,18.1600016241
 10/11  03:00:00,10,0,0,18.0226854563
 10/11  04:00:00,9.625,0,0,17.8803752611
 10/11  05:00:00,9.4,0,0,17.7278704552
 10/11  06:00:00,9.4,0,0,20.4766465163
 10/11  07:00:00,9.775,0.74322432,321072.90624,20.8868703486
 10/11  08:00:00,12.0625,1.48644864,642145.812480001,21.2030603376
 10/11  09:00:00,14.3625,7.06063104,3050192.60928,21.587392342
 10/11  10:00:00,15,7.06063104,3050192.60928,21.7955879153
 10/11  11:00:00,15.6875,7.06063104,3050192.60928,21.9611977462
 10/11  12:00:00,16.7875,7.06063104,3050192.60928,22.1142545872
 10/11  13:00:00,18.575,3.7161216,1605364.5312,22.3100085542
 10/11  14:00:00,19.4,7.06063104,3050192.60928,22.3549503908
 10/11  15:00:00,18.4,7.06063104,3050192.60928,22.2309496633
 10/11  16:00:00,17.8,7.06063104,3050192.60928,22.1771107916
 10/11  17:00:00,17.1125,7.06063104,3050192.60928,22.0823163419
 10/11  18:00:00,15.6375,5.20257024,2247510.34368,21.9175971486
 10/11  19:00:00,15,2.97289728,1284291.62496,21.7699583347
 10/11  20:00:00,14.3125,2.97289728,1284291.62496,18.26475593
 10/11  21:00:00,14.2125,0.74322432,321072.90624,18.3863779893
 10/11  22:00:00,14.0875,0.74322432,321072.90624,18.2422278315
 10/11  23:00:00,13.525,0.37161216,160536.45312,18.2243222049
 10/11  24:00:00,13.3,0.37161216,160536.45312,18.0361131252
 10/12  01:00:00,12.9875,0,0,18.4408937575
 10/12  02:00:00,12.8,0,0,18.510775323
 10/12  03:00:00,12.425,0,0,18.4123609988
 10/12  04:00:00,12.2,0,0,18.2963638059
 10/12  05:00:00,12.575,0,0,18.237679596
 10/12  06:00:00,12.8,0,0,20.6287019579
 10/12  07:00:00,13.1125,0.74322432,321072.90624,20.9200130375
 10/12  08:00:00,13.9875,1.48644864,642145.812480001,21.0664039911
 10/12  09:00:00,15.15,7.06063104,3050192.60928,21.3669043396
 10/12  10:00:00,15.6,7.06063104,3050192.60928,21.3901581723
 10/12  11:00:00,16.2875,7.06063104,3050192.60928,21.5617648957
 10/12  12:00:00,16.7,7.06063104,3050192.60928,21.693714197
 10/12  13:00:00,17.3875,3.7161216,1605364.5312,22.0002448917
 10/12  14:00:00,19.8625,7.06063104,3050192.60928,22.1042286014
 10/12  15:00:00,20.4125,7.06063104,3050192.60928,22.0496723783
 10/12  16:00:00,19.3125,7.06063104,3050192.60928,22.0272286032
 10/12  17:00:00,18.2125,7.06063104,3050192.60928,21.9833876758
 10/12  18:00:00,17.1125,5.20257024,2247510.34368,21.8743874019
 10/12  19:00:00,16.7,2.97289728,1284291.62496,21.7671066524
 10/12  20:00:00,16.0125,2.97289728,1284291.62496,19.0448218894
 10/12  21:00:00,15.6,0.74322432,321072.90624,19.0053930673
 10/12  22:00:00,15.6,0.74322432,321072.90624,18.8712968527
 10/12  23:00:00,15.6,0.37161216,160536.45312,18.9371644574
 10/12  24:00:00,15.6,0.37161216,160536.45312,18.8430736853
 10/13  01:00:00,15.225,0,0,19.0954144906
 10/13  02:00:00,14.625,0,0,19.0840484989
 10/13  03:00:00,14.775,0,0,19.0235664341
 10/13  04:00:00,15,0,0,18.9938229475
 10/13  05:00:00,15,0,0,18.9471367774
 10/13  06:00:00,15,0,0,18.9034517273
 10/13  07:00:00,15,0.74322432,321072.90624,20.8717216158
 10/13  08:00:00,15,0.74322432,321072.90624,21.1343041888
 10/13  09:00:00,15,3.7161216,1605364.5312,21.2687926424
 10/13  10:00:00,15.6875,3.7161216,1605364.5312,21.3535967751
 10/13  11:00:00,16.7875,3.7161216,1605364.5312,21.4335800446
 10/13  12:00:00,17.8875,3.7161216,1605364.5312,21.5868051873
 10/13  13:00:00,18.3,3.7161216,1605364.5312,21.8950322205
 10/13  14:00:00,18.675,3.7161216,1605364.5312,21.9088544225
 10/13  15:00:00,18.525,0.74322432,321072.90624,21.7786571049
 10/13  16:00:00,17.3,0.74322432,321072.90624,21.7410208528
 10/13  17:00:00,16.325,0.74322432,321072.90624,21.6933641977
 10/13  18:00:00,15.7875,0,0,20.8417521776
 10/13  19:00:00,14.85,0,0,20.2537800333
 10/13  20:00:00,14.4,0,0,19.9409378516
 10/13  21:00:00,14.0875,0,0,19.6869066913
 10/13  22:00:00,13.9,0,0,19.4598813032
 10/13  23:00:00,13.525,0,0,19.2522242939
 10/13  24:00:00,13.3,0,0,19.0672486741
 10/14  01:00:00,13.3,0,0,18.9300898646
 10/14  02:00:00,12.9875,0,0,18.7965738471
 10/14  03:00:00,13.1125,0,0,18.6999001224
 10/14  04:00:00,13.3,0,0,18.6411510003
 10/14  05:00:00,12.9875,0,0,18.5479024814
 10/14  06:00:00,12.425,0,0,18.4292480031
 10/14  07:00:00,12.575,0,0,18.5487073394
 10/14  08:00:00,13.4875,0,0,19.2802585636
 10/14  09:00:00,14.2125,0,0,19.8707729583
 10/14  10:00:00,15.15,0,0,20.4510378828
 10/14  11:00:00,16.2875,0,0,20.9356093574
 10/14  12:00:00,17.0125,0,0,21.2648720524
 10/14  13:00:00,17.2,0,0,21.7455772081
 10/14  14:00:00,17.2,0,0,21.7754693998
 10/14  15:00:00,16.8875,0,0,21.3329612313
 10/14  16:00:00,16.0125,0,0,21.0199405727
 10/14  17:00:00,15.6,0,0,20.7149629987
 10/14  18:00:00,14.85,0,0,20.3519540748
 10/14  19:00:00,14.0875,0,0,19.9916774468
 10/14  20:00:00,13.525,0,0,19.6980046946
 10/14  21:00:00,13.3,0,0,19.4432778494
 10/14  22:00:00,12.9875,0,0,19.2136643921
 10/14  23:00:00,12.8,0,0,19.0095686509
 10/14  24:00:00,12.425,0,0,18.8232695534
 10/15  01:00:00,11.8875,0,0,18.6403192164
 10/15  02:00:00,11.325,0,0,18.4618792418
 10/15  03:00:00,10.7875,0,0,18.2853816047
 10/15  04:00:00,10.9125,0,0,18.153625433
 10/15  05:00:00,10.7875,0,0,18.0372853974
 10/15  06:00:00,10.6,0,0,20.574296848
 10/15  07:00:00,10.9125,0.74322432,321072.90624,20.969343291
 10/15  08:00:00,12.475,1.48644864,642145.812480001,21.3287582154
 10/15  09:00:00,13.9875,7.06063104,3050192.60928,21.6330319615
 10/15  10:00:00,14.775,7.06063104,3050192.60928,21.8357730425
 10/15  11:00:00,15.375,7.06063104,3050192.60928,21.9844456055
 10/15  12:00:00,17.2875,7.06063104,3050192.60928,22.1275600219
 10/15  13:00:00,18.3,3.7161216,1605364.5312,22.3102746814
 10/15  14:00:00,18.3,7.06063104,3050192.60928,22.3267799505
 10/15  15:00:00,17.9875,7.06063104,3050192.60928,22.1731108223
 10/15  16:00:00,17.425,7.06063104,3050192.60928,22.105976984
 10/15  17:00:00,16.2,7.06063104,3050192.60928,22.0024436431
 10/15  18:00:00,14.85,5.20257024,2247510.34368,21.8419712456
 10/15  19:00:00,14.0875,2.97289728,1284291.62496,21.6982929238
 10/15  20:00:00,13.9,2.97289728,1284291.62496,17.9897411067
 10/15  21:00:00,13.525,0.74322432,321072.90624,18.1033259596
 10/15  22:00:00,13.3,0.74322432,321072.90624,17.8676341986
 10/15  23:00:00,12.9875,0.37161216,160536.45312,17.9378413814
 10/15  24:00:00,12.8,0.37161216,160536.45312,17.7725230104
 10/16  01:00:00,12.425,0,0,18.2006569376
 10/16  02:00:00,12.2,0,0,18.2675345516
 10/16  03:00:00,12.575,0,0,18.2283723448
