Unique ID,ChW Supply,Design Day,Operation Hours,Slab Thickness,Start Time,Tube Depth,Tube Spacing,WWR,Max Opt
66c3b824-f027-11e6-9c07-206a8a9bea16,21.2730129653,CZ01RV2,11,0.254,14,0.1016,0.2286,0.2,25.7724279062
66c3b825-f027-11e6-9c07-206a8a9bea16,22.1017397958,CZ01RV2,15,0.254,19,0.1016,0.2286,0.2,25.7753125494
66c3b826-f027-11e6-9c07-206a8a9bea16,20.6791960451,CZ01RV2,9,0.254,14,0.1016,0.2286,0.2,25.8064855979
66c3b827-f027-11e6-9c07-206a8a9bea16,21.6394537949,CZ01RV2,14,0.254,9,0.1016,0.3048,0.2,25.8103048826
66c3b828-f027-11e6-9c07-206a8a9bea16,22.183325321,CZ01RV2,19,0.254,23,0.1016,0.3048,0.2,25.7718304313
66c3b829-f027-11e6-9c07-206a8a9bea16,21.6021493197,CZ01RV2,13,0.254,0,0.1016,0.3048,0.2,25.8170252721
66c3b82a-f027-11e6-9c07-206a8a9bea16,22.5081120052,CZ01RV2,23,0.254,23,0.1016,0.3048,0.2,25.7521844245
66c3b82b-f027-11e6-9c07-206a8a9bea16,21.2779826935,CZ01RV2,13,0.254,5,0.1016,0.3048,0.2,25.7776725281
66c3b82c-f027-11e6-9c07-206a8a9bea16,21.1788074886,CZ01RV2,8,0.3048,17,0.0508,0.1524,0.2,25.7857398529
66c4550c-f027-11e6-9c07-206a8a9bea16,23.1851678399,CZ01RV2,23,0.3048,17,0.0508,0.1524,0.2,25.814215637
66c4550d-f027-11e6-9c07-206a8a9bea16,23.1321706726,CZ01RV2,22,0.3048,11,0.0508,0.1524,0.2,25.8143054109
66c45c50-f027-11e6-9c07-206a8a9bea16,23.1803762852,CZ01RV2,23,0.3048,23,0.0508,0.1524,0.2,25.8139522611
66c45c51-f027-11e6-9c07-206a8a9bea16,23.211681513,CZ01RV2,24,0.3048,15,0.0508,0.1524,0.2,25.8139985398
66c45c52-f027-11e6-9c07-206a8a9bea16,22.6202616143,CZ01RV2,19,0.3048,13,0.0508,0.2286,0.2,25.8250371555
66c45c53-f027-11e6-9c07-206a8a9bea16,21.8666056205,CZ01RV2,13,0.3048,22,0.0508,0.2286,0.2,25.79388503
66c45c54-f027-11e6-9c07-206a8a9bea16,21.199908385,CZ01RV2,10,0.3048,1,0.0508,0.2286,0.2,25.7890688181
66c45c55-f027-11e6-9c07-206a8a9bea16,20.8656109762,CZ01RV2,9,0.3048,17,0.0508,0.2286,0.2,25.7568869092
66c45c56-f027-11e6-9c07-206a8a9bea16,22.847051811,CZ01RV2,21,0.3048,23,0.0508,0.2286,0.2,25.8208437839
66c45c57-f027-11e6-9c07-206a8a9bea16,21.0810530611,CZ01RV2,10,0.3048,9,0.0508,0.3048,0.2,25.8005457186
66c45c58-f027-11e6-9c07-206a8a9bea16,14.2193383546,CZ01RV2,3,0.3048,18,0.0508,0.3048,0.2,25.993924136
66c45c59-f027-11e6-9c07-206a8a9bea16,22.7813883432,CZ01RV2,24,0.3048,4,0.0508,0.3048,0.2,25.8212046103
66c45c5a-f027-11e6-9c07-206a8a9bea16,22.1387553924,CZ01RV2,17,0.3048,7,0.0508,0.3048,0.2,25.770654841
66c6bf54-f027-11e6-9c07-206a8a9bea16,21.7331539438,CZ01RV2,14,0.3048,18,0.0508,0.3048,0.2,25.8030759534
66c6bf55-f027-11e6-9c07-206a8a9bea16,22.9390420186,CZ01RV2,19,0.3048,6,0.0762,0.1524,0.2,25.8184159098
66c6bf56-f027-11e6-9c07-206a8a9bea16,22.0176977811,CZ01RV2,11,0.3048,10,0.0762,0.1524,0.2,25.7807735182
66c6d2f0-f027-11e6-9c07-206a8a9bea16,22.98995247,CZ01RV2,20,0.3048,17,0.0762,0.1524,0.2,25.8178636144
66c6d2f1-f027-11e6-9c07-206a8a9bea16,22.8274226031,CZ01RV2,18,0.3048,17,0.0762,0.1524,0.2,25.8207052865
66c6d2f2-f027-11e6-9c07-206a8a9bea16,22.8856729945,CZ01RV2,18,0.3048,11,0.0762,0.1524,0.2,25.8169104267
66c6d2f3-f027-11e6-9c07-206a8a9bea16,22.286456636,CZ01RV2,16,0.3048,22,0.0762,0.2286,0.2,25.7671082006
66c6e72c-f027-11e6-9c07-206a8a9bea16,15.9285505586,CZ01RV2,3,0.3048,4,0.0762,0.2286,0.2,25.9963831536
66c6e72d-f027-11e6-9c07-206a8a9bea16,21.5536942949,CZ01RV2,11,0.3048,17,0.0762,0.2286,0.2,25.815249473
66c6e72e-f027-11e6-9c07-206a8a9bea16,22.4034881173,CZ01RV2,17,0.3048,9,0.0762,0.2286,0.2,25.7547282682
66c6fab4-f027-11e6-9c07-206a8a9bea16,22.6847924636,CZ01RV2,20,0.3048,10,0.0762,0.2286,0.2,25.8220514435
66c6fab5-f027-11e6-9c07-206a8a9bea16,14.0917314648,CZ01RV2,3,0.3048,21,0.0762,0.3048,0.2,25.9954690854
66c6fab6-f027-11e6-9c07-206a8a9bea16,22.0645600536,CZ01RV2,17,0.3048,3,0.0762,0.3048,0.2,25.7811685308
66c6fab7-f027-11e6-9c07-206a8a9bea16,17.3878903702,CZ01RV2,4,0.3048,6,0.0762,0.3048,0.2,25.9935238418
66c70e5a-f027-11e6-9c07-206a8a9bea16,19.4365709874,CZ01RV2,7,0.3048,10,0.0762,0.3048,0.2,25.993140373
66c70e5b-f027-11e6-9c07-206a8a9bea16,22.3436016899,CZ01RV2,20,0.3048,6,0.0762,0.3048,0.2,25.761221802
66c70e5c-f027-11e6-9c07-206a8a9bea16,22.4613878745,CZ01RV2,14,0.3048,23,0.1016,0.1524,0.2,25.7560566777
66c70e5d-f027-11e6-9c07-206a8a9bea16,23.049483733,CZ01RV2,22,0.3048,12,0.1016,0.1524,0.2,25.8157447971
66c70e5e-f027-11e6-9c07-206a8a9bea16,22.8908471324,CZ01RV2,19,0.3048,16,0.1016,0.1524,0.2,25.819202365
66c70e5f-f027-11e6-9c07-206a8a9bea16,22.8908471324,CZ01RV2,19,0.3048,16,0.1016,0.1524,0.2,25.819202365
66c70e60-f027-11e6-9c07-206a8a9bea16,17.7586551099,CZ01RV2,3,0.3048,9,0.1016,0.1524,0.2,25.9999173748
66c70e61-f027-11e6-9c07-206a8a9bea16,22.8755509714,CZ01RV2,24,0.3048,4,0.1016,0.2286,0.2,25.820108315
66c70e62-f027-11e6-9c07-206a8a9bea16,22.034352017,CZ01RV2,14,0.3048,17,0.1016,0.2286,0.2,25.7779577556
66c70e63-f027-11e6-9c07-206a8a9bea16,22.8452253096,CZ01RV2,23,0.3048,23,0.1016,0.2286,0.2,25.8206360676
66c70e64-f027-11e6-9c07-206a8a9bea16,20.0,CZ01RV2,7,0.3048,7,0.1016,0.2286,0.2,25.8398273369
66c97154-f027-11e6-9c07-206a8a9bea16,20.2873433396,CZ01RV2,7,0.3048,3,0.1016,0.2286,0.2,25.7700868719
66c97155-f027-11e6-9c07-206a8a9bea16,21.5706858628,CZ01RV2,13,0.3048,0,0.1016,0.3048,0.2,25.8193181296
66c97156-f027-11e6-9c07-206a8a9bea16,20.2718852292,CZ01RV2,9,0.3048,3,0.1016,0.3048,0.2,25.7823177134
66c97157-f027-11e6-9c07-206a8a9bea16,21.9147649914,CZ01RV2,17,0.3048,16,0.1016,0.3048,0.2,25.7883710702
66c97158-f027-11e6-9c07-206a8a9bea16,21.7117817847,CZ01RV2,15,0.3048,3,0.1016,0.3048,0.2,25.8066662669
66c97159-f027-11e6-9c07-206a8a9bea16,20.0,CZ01RV2,8,0.3048,5,0.1016,0.3048,0.2,25.7958222624
66c9715a-f027-11e6-9c07-206a8a9bea16,21.17681823,CZ01RV2,12,0.2032,16,0.0508,0.1524,0.4,25.7886778657
66c9715b-f027-11e6-9c07-206a8a9bea16,17.2346644085,CZ01RV2,4,0.2032,22,0.0508,0.1524,0.4,25.9935542843
66c9715c-f027-11e6-9c07-206a8a9bea16,22.3615322642,CZ01RV2,23,0.2032,22,0.0508,0.1524,0.4,25.7733069403
66c9715d-f027-11e6-9c07-206a8a9bea16,21.1906441621,CZ01RV2,12,0.2032,17,0.0508,0.1524,0.4,25.7880899436
66c9715e-f027-11e6-9c07-206a8a9bea16,20.9186959601,CZ01RV2,11,0.2032,23,0.0508,0.1524,0.4,25.7574248731
66cbd3b8-f027-11e6-9c07-206a8a9bea16,17.2168890699,CZ01RV2,5,0.2032,2,0.0508,0.2286,0.4,25.9905991115
66cbd3b9-f027-11e6-9c07-206a8a9bea16,21.9713269582,CZ01RV2,21,0.2032,22,0.0508,0.2286,0.4,25.7960740272
66cbd3ba-f027-11e6-9c07-206a8a9bea16,21.6775860464,CZ01RV2,17,0.2032,8,0.0508,0.2286,0.4,25.8124151736
66cbd3bb-f027-11e6-9c07-206a8a9bea16,22.1317121734,CZ01RV2,24,0.2032,0,0.0508,0.2286,0.4,25.7852856876
66cbd3bc-f027-11e6-9c07-206a8a9bea16,20.304759003,CZ01RV2,11,0.2032,17,0.0508,0.2286,0.4,25.7549960105
66cbd3bd-f027-11e6-9c07-206a8a9bea16,21.7271234897,CZ01RV2,21,0.2032,6,0.0508,0.3048,0.4,25.8109764229
66cbd3be-f027-11e6-9c07-206a8a9bea16,21.9067038708,CZ01RV2,24,0.2032,17,0.0508,0.3048,0.4,25.7995278578
66cbd3bf-f027-11e6-9c07-206a8a9bea16,17.8377286938,CZ01RV2,6,0.2032,8,0.0508,0.3048,0.4,25.9950638703
66cbd3c0-f027-11e6-9c07-206a8a9bea16,21.857957854,CZ01RV2,23,0.2032,15,0.0508,0.3048,0.4,25.8022993146
66cbd3c1-f027-11e6-9c07-206a8a9bea16,20.0,CZ01RV2,11,0.2032,8,0.0508,0.3048,0.4,25.7722416384
66cbd3c2-f027-11e6-9c07-206a8a9bea16,20.1148562848,CZ01RV2,8,0.2032,18,0.0762,0.1524,0.4,25.7828475791
66ce3608-f027-11e6-9c07-206a8a9bea16,20.4357202586,CZ01RV2,9,0.2032,12,0.0762,0.1524,0.4,25.800579097
66ce3609-f027-11e6-9c07-206a8a9bea16,21.4542824446,CZ01RV2,13,0.2032,9,0.0762,0.1524,0.4,25.7526307403
66ce360a-f027-11e6-9c07-206a8a9bea16,22.2525390882,CZ01RV2,21,0.2032,17,0.0762,0.1524,0.4,25.7806750898
66ce360b-f027-11e6-9c07-206a8a9bea16,21.8835936584,CZ01RV2,16,0.2032,7,0.0762,0.1524,0.4,25.799278752
66ce360c-f027-11e6-9c07-206a8a9bea16,19.2232713944,CZ01RV2,7,0.2032,6,0.0762,0.2286,0.4,25.9901473238
66ce360d-f027-11e6-9c07-206a8a9bea16,20.771772021,CZ01RV2,12,0.2032,2,0.0762,0.2286,0.4,25.7939502254
66ce360e-f027-11e6-9c07-206a8a9bea16,19.2408209406,CZ01RV2,8,0.2032,14,0.0762,0.2286,0.4,25.9941525226
66ce360f-f027-11e6-9c07-206a8a9bea16,19.9564366699,CZ01RV2,9,0.2032,23,0.0762,0.2286,0.4,25.9880241341
66ce3610-f027-11e6-9c07-206a8a9bea16,22.0579145502,CZ01RV2,24,0.2032,15,0.0762,0.2286,0.4,25.7899136458
66ce3611-f027-11e6-9c07-206a8a9bea16,13.4277555192,CZ01RV2,4,0.2032,16,0.0762,0.3048,0.4,25.9929504528
66ce3612-f027-11e6-9c07-206a8a9bea16,18.0678879286,CZ01RV2,7,0.2032,22,0.0762,0.3048,0.4,25.9943532786
66d09862-f027-11e6-9c07-206a8a9bea16,21.7993166481,CZ01RV2,24,0.2032,16,0.0762,0.3048,0.4,25.8068469858
66d09863-f027-11e6-9c07-206a8a9bea16,20.900478213,CZ01RV2,16,0.2032,6,0.0762,0.3048,0.4,25.7571726306
66d09864-f027-11e6-9c07-206a8a9bea16,21.2723661346,CZ01RV2,18,0.2032,10,0.0762,0.3048,0.4,25.7778266846
66d09865-f027-11e6-9c07-206a8a9bea16,22.0173936199,CZ01RV2,18,0.2032,3,0.1016,0.1524,0.4,25.7942415202
66d09866-f027-11e6-9c07-206a8a9bea16,22.3361434597,CZ01RV2,24,0.2032,19,0.1016,0.1524,0.4,25.7745199781
66d09867-f027-11e6-9c07-206a8a9bea16,21.8888708702,CZ01RV2,16,0.2032,23,0.1016,0.1524,0.4,25.8060531067
66d09868-f027-11e6-9c07-206a8a9bea16,20.0,CZ01RV2,7,0.2032,0,0.1016,0.1524,0.4,25.97859967
66d09869-f027-11e6-9c07-206a8a9bea16,22.0457933987,CZ01RV2,18,0.2032,11,0.1016,0.1524,0.4,25.7839155698
66d0986a-f027-11e6-9c07-206a8a9bea16,20.3085719308,CZ01RV2,11,0.2032,6,0.1016,0.2286,0.4,25.7566905023
66d0986b-f027-11e6-9c07-206a8a9bea16,21.9552150246,CZ01RV2,22,0.2032,17,0.1016,0.2286,0.4,25.7972994273
66d0986c-f027-11e6-9c07-206a8a9bea16,15.5706710085,CZ01RV2,4,0.2032,0,0.1016,0.2286,0.4,25.9953141881
66d2fabc-f027-11e6-9c07-206a8a9bea16,20.4235640948,CZ01RV2,11,0.2032,5,0.1016,0.2286,0.4,25.8138319941
66d303c2-f027-11e6-9c07-206a8a9bea16,19.552637625,CZ01RV2,8,0.2032,3,0.1016,0.2286,0.4,25.9984963339
66d303c3-f027-11e6-9c07-206a8a9bea16,17.0853182891,CZ01RV2,6,0.2032,21,0.1016,0.3048,0.4,25.9938256572
66d303c4-f027-11e6-9c07-206a8a9bea16,10.5013722704,CZ01RV2,3,0.2032,11,0.1016,0.3048,0.4,25.9953290088
66d303c5-f027-11e6-9c07-206a8a9bea16,21.3979253495,CZ01RV2,20,0.2032,6,0.1016,0.3048,0.4,25.7648845862
66d303c6-f027-11e6-9c07-206a8a9bea16,19.4960846573,CZ01RV2,10,0.2032,13,0.1016,0.3048,0.4,25.9915839812
66d303c7-f027-11e6-9c07-206a8a9bea16,18.2900775746,CZ01RV2,7,0.2032,6,0.1016,0.3048,0.4,25.9910192013
66d303c8-f027-11e6-9c07-206a8a9bea16,19.3785845427,CZ01RV2,6,0.254,0,0.0508,0.1524,0.4,25.9905762021
66d303c9-f027-11e6-9c07-206a8a9bea16,21.3525854004,CZ01RV2,13,0.254,16,0.0508,0.1524,0.4,25.7657534358
66d303ca-f027-11e6-9c07-206a8a9bea16,18.4240500133,CZ01RV2,5,0.254,17,0.0508,0.1524,0.4,25.993305154
66d303cb-f027-11e6-9c07-206a8a9bea16,15.0989411414,CZ01RV2,3,0.254,18,0.0508,0.1524,0.4,25.9999618
66d303cc-f027-11e6-9c07-206a8a9bea16,22.3032725614,CZ01RV2,21,0.254,9,0.0508,0.1524,0.4,25.7710050082
66d39ff8-f027-11e6-9c07-206a8a9bea16,17.3042552152,CZ01RV2,5,0.254,0,0.0508,0.2286,0.4,25.9915949674
66d39ff9-f027-11e6-9c07-206a8a9bea16,20.8115540902,CZ01RV2,12,0.254,9,0.0508,0.2286,0.4,25.7789720767
66d39ffa-f027-11e6-9c07-206a8a9bea16,21.9214321803,CZ01RV2,20,0.254,7,0.0508,0.2286,0.4,25.7952746099
66d39ffb-f027-11e6-9c07-206a8a9bea16,21.6870966992,CZ01RV2,17,0.254,10,0.0508,0.2286,0.4,25.8096252332
66d39ffc-f027-11e6-9c07-206a8a9bea16,21.4238281621,CZ01RV2,17,0.254,17,0.0508,0.2286,0.4,25.7621402791
66d39ffd-f027-11e6-9c07-206a8a9bea16,21.1455500027,CZ01RV2,16,0.254,10,0.0508,0.3048,0.4,25.7953060471
66d39ffe-f027-11e6-9c07-206a8a9bea16,21.6771324093,CZ01RV2,20,0.254,6,0.0508,0.3048,0.4,25.8139544507
66d39fff-f027-11e6-9c07-206a8a9bea16,21.2045001925,CZ01RV2,16,0.254,0,0.0508,0.3048,0.4,25.7938699761
66d3a000-f027-11e6-9c07-206a8a9bea16,14.0560117238,CZ01RV2,4,0.254,2,0.0508,0.3048,0.4,25.9966525669
66d3a001-f027-11e6-9c07-206a8a9bea16,12.0765055173,CZ01RV2,3,0.254,7,0.0508,0.3048,0.4,25.9990963451
