"Date/Time","Glazing","Walls","Ceilings (int)","Floors (int)","Sensible Cooling","Mech Vent + Nat Vent + Infiltration","External Infiltration","Total Cooling","Zone Heating","General Lighting","Computer + Equip","Occupancy","Solar Gains Exterior Windows","Zone Sensible Heating","Zone Sensible Cooling","Air Temperature","Radiant Temperature","Operative Temperature","Outside Dry-Bulb Temperature",
,"kW","kW","kW","kW","kW","ac/h","kW","kW","kW","kW","kW","kW","kW","kW","kW","°C","°C","°C","°C",
"1/1/2002 1:00:00 AM","-0.950373","-0.425858","0.629369","1.035328","0","0.727703","-0.522649","0","0","0","4.373011E-02","0","0","0","0","19.17233","20.31667","19.7445","8.25",
"1/1/2002 2:00:00 AM","-0.997468","-0.439471","0.7235","1.008537","0","0.728734","-0.543519","0","0","0","4.373011E-02","0","0","0","0","18.57058","19.74435","19.15747","7.25",
"1/1/2002 3:00:00 AM","-0.95157","-0.461436","0.784352","0.957392","0","0.727923","-0.529994","0","0","0","4.373011E-02","0","0","0","0","18.02615","19.22276","18.62446","7",
"1/1/2002 4:00:00 AM","-0.987693","-0.471882","0.84407","0.91016","0","0.728406","-0.540628","0","0","0","4.373011E-02","0","0","0","0","17.46832","18.69387","18.0811","6.25",
"1/1/2002 5:00:00 AM","-0.945705","-0.481076","0.890924","0.874346","0","0.727791","-0.529736","0","0","0","4.373011E-02","0","0","0","0","16.98312","18.19859","17.59085","6",
"1/1/2002 6:00:00 AM","-1.032988","-0.809882","0.480824","0.343359","0","0.742059","-0.802322","0","3.302217","0","4.373011E-02","0","0","3.164373","0","21.85101","18.03566","19.94333","5.25",
"1/1/2002 7:00:00 AM","-1.130815","-0.879402","0.11431","-0.249213","0","0.743034","-0.822875","0","2.984078","0","4.373011E-02","0","0","2.981985","0","21.99822","18.44301","20.22061","5",
"1/1/2002 8:00:00 AM","-0.19778","-1.041396","-0.48459","-1.105916","0","1.089501","-0.785448","0","1.449221","1.3776","0.8107176","0.1472258","0.3324317","1.079575","0","21.99999","19.59685","20.79842","5.75",
"1/1/2002 9:00:00 AM","0.502346","-0.731107","-0.606409","-1.313891","0","1.428374","-0.621743","0","0.476896","1.3776","0.8107176","0.2944507","0.5612699","7.981753E-02","-0.1949633","22","20.44375","21.22188","9",
"1/1/2002 10:00:00 AM","0.967877","-0.408664","-0.759432","-1.381337","0","2.119317","-0.514541","0","0","1.3776","0.8107176","0.5876733","0.6544206","0","-0.9885768","22.34465","21.24904","21.79684","11.5",
"1/1/2002 11:00:00 AM","0.929741","-0.180595","-1.017482","-1.410234","0","2.119824","-0.430699","0","0","1.3776","0.8107176","0.5558553","0.623876","0","-0.8353777","23.40952","22.07375","22.74163","14.25",
"1/1/2002 12:00:00 PM","0.919596","-0.04028","-1.193528","-1.374406","-0.470704","2.117916","-0.313767","-0.470704","0","1.3776","0.8107176","0.5262077","0.5979992","0","-1.086176","23.99087","22.85271","23.42179","17.25",
"1/1/2002 1:00:00 PM","0.929017","0.063556","-1.175666","-1.190133","-0.968106","1.766349","-0.278485","-0.968106","0","1.3776","0.8107176","0.3926026","0.6022682","0","-1.379435","24","23.4517","23.72585","18",
"1/1/2002 2:00:00 PM","1.158649","0.08865","-1.217595","-1.081236","-1.441751","1.7646","-0.243114","-1.441751","0","1.3776","0.8107176","0.3926026","0.6710348","0","-1.802196","24","24.03634","24.01817","18.75",
"1/1/2002 3:00:00 PM","1.070934","0.178402","-1.205173","-0.92902","-1.709769","2.113771","-0.196308","-1.709769","0","1.3776","0.8107176","0.5234702","0.6159385","0","-2.098541","24","24.50182","24.25091","19.75",
"1/1/2002 4:00:00 PM","0.800381","0.256528","-1.125814","-0.698657","-1.848433","2.109937","-0.149825","-1.848433","0","1.3776","0.8107176","0.5234702","0.479655","0","-2.145887","24","24.8087","24.40435","20.75",
"1/1/2002 5:00:00 PM","-0.144086","0.282886","-0.856573","-0.234109","-1.067879","2.114061","-0.243218","-1.067879","0","1.3776","0.8107176","0.5234702","0.1080801","0","-1.547111","24","24.67286","24.33643","18.75",
"1/1/2002 6:00:00 PM","-0.550092","0.054422","-0.666375","0.05122","-0.513303","1.421018","-0.385638","-0.513303","0","1.3776","0.8107176","0.2617351","0","0","-0.889436","24","24.40647","24.20323","15.75",
"1/1/2002 7:00:00 PM","-0.651296","-0.184095","-0.559274","0.144968","-0.329938","1.07433","-0.457776","-0.329938","0","1.3776","0.8107176","0.1308675","0","0","-0.5521324","24","24.1961","24.09805","14.25",
"1/1/2002 8:00:00 PM","-0.938146","-0.137515","-0.06313","0.68784","0","0.727543","-0.523019","0","0","0","0.8107176","0","0","0","0","23.57326","23.40739","23.49033","12.5",
"1/1/2002 9:00:00 PM","-0.924063","-0.206706","0.178688","1.039025","0","0.724667","-0.467898","0","0","0","4.373011E-02","0","0","0","0","21.87948","22.74645","22.31297","12",
"1/1/2002 10:00:00 PM","-0.988572","-0.306157","0.332563","1.151545","0","0.726238","-0.501162","0","0","0","4.373011E-02","0","0","0","0","21.02624","22.04556","21.5359","10.5",
"1/1/2002 11:00:00 PM","-0.9839","-0.361158","0.455075","1.158837","0","0.72579","-0.493855","0","0","0","4.373011E-02","0","0","0","0","20.35639","21.42196","20.88918","10",
"1/2/2002","-0.956695","-0.402557","0.540082","1.087372","0","0.726261","-0.50289","0","0","0","4.373011E-02","0","0","0","0","19.76911","20.86384","20.31647","9.25",
"1/2/2002 1:00:00 AM","-0.922643","-0.429558","0.618782","1.019167","0","0.725604","-0.489851","0","0","0","4.373011E-02","0","0","0","0","19.24534","20.33227","19.7888","9",
"1/2/2002 2:00:00 AM","-0.970018","-0.441018","0.70047","0.969273","0","0.726111","-0.500211","0","0","0","4.373011E-02","0","0","0","0","18.68784","19.78631","19.23708","8.25",
"1/2/2002 3:00:00 AM","-0.92563","-0.452301","0.757643","0.915656","0","0.725427","-0.487536","0","0","0","4.373011E-02","0","0","0","0","18.16446","19.2884","18.72643","8",
"1/2/2002 4:00:00 AM","-0.958136","-0.458579","0.812901","0.866001","0","0.726011","-0.498771","0","0","0","4.373011E-02","0","0","0","0","17.63012","18.78351","18.20681","7.25",
"1/2/2002 5:00:00 AM","-0.945351","-0.463192","0.861267","0.834833","0","0.725338","-0.487489","0","0","0","4.373011E-02","0","0","0","0","17.13873","18.29513","17.71693","7",
"1/2/2002 6:00:00 AM","-0.991835","-0.772156","0.459242","0.318604","0","0.737302","-0.714253","0","3.105597","0","4.373011E-02","0","0","2.976574","0","21.8645","18.15835","20.01142","7",
"1/2/2002 7:00:00 AM","-1.1269","-0.82129","0.113427","-0.240305","0","0.739483","-0.758762","0","2.883603","0","4.373011E-02","0","0","2.882892","0","21.99917","18.53719","20.26818","6.25",
"1/2/2002 8:00:00 AM","-0.091911","-0.991672","-0.502273","-1.113744","0","1.083457","-0.696129","0","1.180989","1.3776","0.8107176","0.1472265","0.3429295","0.853009","0","21.99999","19.71045","20.85522","7.5",
"1/2/2002 9:00:00 AM","0.743213","-0.669305","-0.643585","-1.349298","0","1.421039","-0.515069","0","0.163349","1.3776","0.8107176","0.2944507","0.594003","0","-0.3283651","22.24146","20.60997","21.42571","11.375",
"1/2/2002 10:00:00 AM","1.223022","-0.392919","-0.993838","-1.592329","-0.048546","2.111733","-0.357467","-0.048546","0","1.3776","0.8107176","0.557797","0.6770728","0","-0.7411264","23.52458","21.62317","22.57387","15.875",
"1/2/2002 11:00:00 AM","1.168246","-0.080662","-1.220515","-1.643891","-0.72517","2.107521","-0.219645","-0.72517","0","1.3776","0.8107176","0.5234702","0.6223878","0","-1.156213","23.9999","22.62559","23.31274","19.25",
"1/2/2002 12:00:00 PM","1.157617","0.180271","-1.204918","-1.436071","-1.574072","2.101893","-0.080644","-1.574072","0","1.3776","0.8107176","0.5234702","0.5716878","0","-1.733929","24","23.36008","23.68004","22.25",
"1/2/2002 1:00:00 PM","1.296401","0.298823","-1.225823","-1.242718","-2.180987","1.748371","0.021642","-2.180987","0","1.3776","0.8107176","0.3926026","0.5765332","0","-2.14825","24","23.98874","23.99437","24.5",
"1/2/2002 2:00:00 PM","1.56729","0.378811","-1.29969","-1.146173","-2.787509","1.746081","0.077751","-2.787509","0","1.3776","0.8107176","0.3926026","0.6712821","0","-2.669666","24","24.62834","24.31417","25.75",
"1/2/2002 3:00:00 PM","1.409633","0.441104","-1.296992","-0.97581","-2.868176","2.102025","0.021635","-2.868176","0","1.3776","0.8107176","0.5234702","0.6637121","0","-2.823737","24","25.11308","24.55654","24.5",
"1/2/2002 4:00:00 PM","0.909365","0.446428","-1.174187","-0.624346","-2.437967","2.104775","-0.069063","-2.437967","0","1.3776","0.8107176","0.5234702","0.4996441","0","-2.575289","24","25.33862","24.66931","22.5",
"1/2/2002 5:00:00 PM","-0.061683","0.402839","-0.873101","-0.126241","-1.61349","2.10917","-0.161034","-1.61349","0","1.3776","0.8107176","0.5234702","0.114883","0","-1.9321","24","25.15012","24.57506","20.5",
"1/2/2002 6:00:00 PM","-0.470264","0.157013","-0.672216","0.156476","-0.984815","1.415816","-0.289647","-0.984815","0","1.3776","0.8107176","0.2617351","0","0","-1.268592","24","24.85925","24.42962","17.75",
"1/2/2002 7:00:00 PM","-0.54738","-0.095402","-0.560795","0.234526","-0.754433","1.06932","-0.360696","-0.754433","0","1.3776","0.8107176","0.1308675","0","0","-0.9303739","24","24.64109","24.32054","16.25",
"1/2/2002 8:00:00 PM","-0.895438","-0.082569","-0.100357","0.693253","0","0.725493","-0.484853","0","0","0","0.8107176","0","0","0","0","24.08293","23.89717","23.99005","13.75",
"1/2/2002 9:00:00 PM","-0.93857","-0.153927","0.156473","1.030366","0","0.724976","-0.474895","0","0","0","4.373011E-02","0","0","0","0","22.31887","23.24664","22.78275","12.25",
"1/2/2002 10:00:00 PM","-0.96727","-0.279252","0.30923","1.138954","0","0.725591","-0.487824","0","0","0","4.373011E-02","0","0","0","0","21.55","22.55687","22.05343","11.25",
"1/2/2002 11:00:00 PM","-0.962048","-0.347303","0.432143","1.135708","0","0.726412","-0.50463","0","0","0","4.373011E-02","0","0","0","0","20.86638","21.94397","21.40517","10.25",
"1/3/2002","-1.018032","-0.387743","0.552509","1.113898","0","0.727336","-0.522771","0","0","0","4.373011E-02","0","0","0","0","20.21022","21.32522","20.76772","9.25",
"1/3/2002 1:00:00 AM","-1.01042","-0.422103","0.648848","1.073258","0","0.727432","-0.524884","0","0","0","4.373011E-02","0","0","0","0","19.60507","20.73937","20.17222","8.625",
"1/3/2002 2:00:00 AM","-0.975169","-0.451023","0.718837","1.003798","0","0.727389","-0.523118","0","0","0","4.373011E-02","0","0","0","0","19.0483","20.19784","19.62307","8.125",
"1/3/2002 3:00:00 AM","-0.946879","-0.470277","0.779774","0.939522","0","0.726377","-0.504596","0","0","0","4.373011E-02","0","0","0","0","18.53237","19.67583","19.1041","8",
"1/3/2002 4:00:00 AM","-0.915206","-0.484871","0.820712","0.864724","0","0.725227","-0.483361","0","0","0","4.373011E-02","0","0","0","0","18.08875","19.18738","18.63806","8",
"1/3/2002 5:00:00 AM","-0.88647","-0.488677","0.852292","0.797931","0","0.724118","-0.461849","0","0","0","4.373011E-02","0","0","0","0","17.63911","18.72722","18.18316","8",
"1/3/2002 6:00:00 AM","-0.943648","-0.752763","0.50914","0.336778","0","0.734817","-0.666517","0","2.768047","0","4.373011E-02","0","0","2.658571","0","21.90851","18.55786","20.23318","8",
"1/3/2002 7:00:00 AM","-0.999416","-0.785283","0.178231","-0.189952","0","0.732974","-0.633926","0","2.473237","0","4.373011E-02","0","0","2.4729","0","21.99961","18.90199","20.4508","8.75",
"1/3/2002 8:00:00 AM","0.030643","-0.918489","-0.446976","-1.06151","0","1.074696","-0.547541","0","0.664159","1.3776","0.8107176","0.1472254","0.3381751","0.4041822","0","22","20.03025","21.01513","10.5",
"1/3/2002 9:00:00 AM","0.77041","-0.602346","-0.624253","-1.321561","0","1.414323","-0.407229","0","0","1.3776","0.8107176","0.2921903","0.5780784","0","-0.3911298","22.6434","20.92155","21.78247","14",
"1/3/2002 10:00:00 AM","1.145204","-0.389472","-1.045228","-1.640117","-0.175648","2.106399","-0.305758","-0.175648","0","1.3776","0.8107176","0.5393987","0.6783568","0","-0.7691991","23.80185","21.98936","22.8956","17.25",
"1/3/2002 11:00:00 AM","1.285517","-0.068257","-1.15191","-1.60948","-1.128311","2.100315","-0.173687","-1.128311","0","1.3776","0.8107176","0.5234702","0.6555856","0","-1.469296","23.99998","22.9327","23.46634","20.25",
"1/3/2002 12:00:00 PM","1.168481","0.184962","-1.144317","-1.388647","-1.663913","2.097776","-0.103918","-1.663913","0","1.3776","0.8107176","0.5234702","0.602919","0","-1.869344","24","23.61317","23.80659","21.75",
"1/3/2002 1:00:00 PM","1.180096","0.271973","-1.153726","-1.175406","-2.005306","1.747643","-0.05792","-2.005306","0","1.3776","0.8107176","0.3926026","0.5976277","0","-2.091507","24","24.17328","24.08664","22.75",
"1/3/2002 2:00:00 PM","1.367005","0.295128","-1.203567","-1.05117","-2.457671","1.745796","-0.012262","-2.457671","0","1.3776","0.8107176","0.3926026","0.6544392","0","-2.475881","24","24.71474","24.35737","23.75",
"1/3/2002 3:00:00 PM","1.407944","0.334199","-1.236442","-0.911115","-2.828153","2.094605","-0.000886","-2.828153","0","1.3776","0.8107176","0.5234702","0.6763009","0","-2.829835","24","25.19972","24.59986","24",
"1/3/2002 4:00:00 PM","0.960551","0.390928","-1.125244","-0.597804","-2.619968","2.094948","-0.035053","-2.619968","0","1.3776","0.8107176","0.5234702","0.5104262","0","-2.689723","24","25.45371","24.72686","23.25",
"1/3/2002 5:00:00 PM","0.009754","0.372662","-0.83051","-0.115395","-1.850232","2.098816","-0.11546","-1.850232","0","1.3776","0.8107176","0.5234702","0.1213322","0","-2.078183","24","25.27958","24.63979","21.5",
"1/3/2002 6:00:00 PM","-0.359275","0.121656","-0.629443","0.166181","-1.273423","1.406751","-0.208667","-1.273423","0","1.3776","0.8107176","0.2617351","0","0","-1.477717","24","24.98242","24.49121","19.5",
"1/3/2002 7:00:00 PM","-0.532989","-0.121543","-0.511854","0.252224","-0.844901","1.065484","-0.338923","-0.844901","0","1.3776","0.8107176","0.1308675","0","0","-1.009189","24","24.73803","24.36902","16.75",
"1/3/2002 8:00:00 PM","-0.931802","-0.108843","-0.044664","0.715619","0","0.725512","-0.489848","0","0","0","0.8107176","0","0","0","0","24.12948","23.95981","24.04465","13.75",
"1/3/2002 9:00:00 PM","-0.95948","-0.183907","0.201437","1.042384","0","0.724991","-0.479954","0","0","0","4.373011E-02","0","0","0","0","22.36013","23.30433","22.83223","12.25",
"1/3/2002 10:00:00 PM","-0.931532","-0.310136","0.334284","1.118673","0","0.723901","-0.460192","0","0","0","4.373011E-02","0","0","0","0","21.6832","22.64793","22.16556","12",
"1/3/2002 11:00:00 PM","-0.910365","-0.364798","0.433993","1.075034","0","0.724381","-0.468802","0","0","0","4.373011E-02","0","0","0","0","21.08823","22.08298","21.58561","11.25",
"1/4/2002","-0.995963","-0.38453","0.556709","1.062243","0","0.727024","-0.520062","0","0","0","4.373011E-02","0","0","0","0","20.34853","21.48129","20.91491","9.5",
"1/4/2002 1:00:00 AM","-1.006844","-0.410359","0.667991","1.05878","0","0.728619","-0.550375","0","0","0","4.373011E-02","0","0","0","0","19.68131","20.88577","20.28354","8.25",
"1/4/2002 2:00:00 AM","-0.937827","-0.451663","0.72917","0.985538","0","0.726157","-0.50346","0","0","0","4.373011E-02","0","0","0","0","19.22414","20.35686","19.7905","8.75",
"1/4/2002 3:00:00 AM","-0.940689","-0.47082","0.781091","0.904913","0","0.726209","-0.504474","0","0","0","4.373011E-02","0","0","0","0","18.72676","19.84547","19.28612","8.25",
"1/4/2002 4:00:00 AM","-0.915733","-0.477636","0.832548","0.85666","0","0.725507","-0.49202","0","0","0","4.373011E-02","0","0","0","0","18.20946","19.35204","18.78075","8",
"1/4/2002 5:00:00 AM","-0.934004","-0.480101","0.877506","0.813603","0","0.726185","-0.504414","0","0","0","4.373011E-02","0","0","0","0","17.68881","18.86027","18.27454","7.25",
"1/4/2002 6:00:00 AM","-0.989464","-0.749522","0.557324","0.381148","0","0.737431","-0.721322","0","2.808345","0","4.373011E-02","0","0","2.698873","0","21.91137","18.65048","20.28092","7",
"1/4/2002 7:00:00 AM","-1.017516","-0.816423","0.226492","-0.149806","0","0.735592","-0.688174","0","2.452109","0","4.373011E-02","0","0","2.451294","0","21.99924","18.9666","20.48292","7.75",
"1/4/2002 8:00:00 AM","-0.065181","-0.977308","-0.390367","-1.008653","0","1.077301","-0.637889","0","0.842357","1.3776","0.8107176","0.1472256","0.3306606","0.5430427","0","22","20.04597","21.02299","8.75",
"1/4/2002 9:00:00 AM","0.648492","-0.656377","-0.534393","-1.237773","0","1.41325","-0.475949","0","0.05188","1.3776","0.8107176","0.2944507","0.5561028","0","-0.4000518","22.37327","20.87228","21.62277","12.375",
"1/4/2002 10:00:00 AM","1.092109","-0.432769","-0.938074","-1.540228","-0.144232","2.098513","-0.318817","-0.144232","0","1.3776","0.8107176","0.5486395","0.6421798","0","-0.7584817","23.66384","21.8735","22.76867","16.875",
"1/4/2002 11:00:00 AM","1.236322","-0.109248","-1.126044","-1.587392","-1.04427","2.093481","-0.17441","-1.04427","0","1.3776","0.8107176","0.5234702","0.6184101","0","-1.38477","23.99996","22.85151","23.42573","20.25",
"1/4/2002 12:00:00 PM","1.227366","0.189563","-1.140309","-1.411127","-1.78679","2.089597","-0.069708","-1.78679","0","1.3776","0.8107176","0.5234702","0.5823937","0","-1.924018","24","23.5935","23.79675","22.5",
"1/4/2002 1:00:00 PM","1.33017","0.347373","-1.178567","-1.23664","-2.250009","1.741327","-0.012304","-2.250009","0","1.3776","0.8107176","0.3926026","0.5950645","0","-2.268123","24","24.23489","24.11744","23.75",
"1/4/2002 2:00:00 PM","1.572072","0.457155","-1.257305","-1.142002","-2.726652","1.741969","-0.000888","-2.726652","0","1.3776","0.8107176","0.3926026","0.6778212","0","-2.727843","24","24.87014","24.43507","24",
"1/4/2002 3:00:00 PM","1.414014","0.558706","-1.272877","-0.9544","-2.951168","2.090361","-0.000888","-2.951168","0","1.3776","0.8107176","0.5234702","0.6485702","0","-2.952839","24","25.37044","24.68522","24",
"1/4/2002 4:00:00 PM","0.977334","0.570994","-1.151381","-0.614188","-2.85346","2.089763","-0.000888","-2.85346","0","1.3776","0.8107176","0.5234702","0.4871697","0","-2.855247","24","25.62358","24.81179","24",
"1/4/2002 5:00:00 PM","0.007939","0.488599","-0.844789","-0.112027","-1.983995","2.094954","-0.104169","-1.983995","0","1.3776","0.8107176","0.5234702","0.1167581","0","-2.189193","24","25.43307","24.71653","21.75",
"1/4/2002 6:00:00 PM","-0.368708","0.182447","-0.628989","0.186401","-1.346561","1.405174","-0.209084","-1.346561","0","1.3776","0.8107176","0.2617351","0","0","-1.550674","24","25.11233","24.55616","19.5",
"1/4/2002 7:00:00 PM","-0.534942","-0.092309","-0.502714","0.277925","-0.907589","1.065002","-0.33934","-0.907589","0","1.3776","0.8107176","0.1308675","0","0","-1.07181","24","24.85277","24.42638","16.75",
"1/4/2002 8:00:00 PM","-0.800715","-0.120064","-0.08305","0.670966","0","0.720661","-0.397909","0","0","0","0.8107176","0","0","0","0","24.48104","24.15675","24.3189","16",
"1/4/2002 9:00:00 PM","-0.864651","-0.196798","0.101886","0.861667","0","0.720707","-0.398489","0","0","0","4.373011E-02","0","0","0","0","22.94654","23.62302","23.28478","14.5",
"1/4/2002 10:00:00 PM","-0.895649","-0.25423","0.286895","1.029258","0","0.721735","-0.417929","0","0","0","4.373011E-02","0","0","0","0","22.07123","22.98277","22.527","13.25",
"1/4/2002 11:00:00 PM","-0.852012","-0.320334","0.383302","1.001118","0","0.721062","-0.405073","0","0","0","4.373011E-02","0","0","0","0","21.54214","22.44727","21.99471","13",
"1/5/2002","-0.909288","-0.351509","0.485741","0.964515","0","0.723365","-0.449301","0","0","0","4.373011E-02","0","0","0","0","20.92636","21.90541","21.41588","11.5",
"1/5/2002 1:00:00 AM","-0.972998","-0.366706","0.607422","0.983319","0","0.726649","-0.512562","0","0","0","4.373011E-02","0","0","0","0","20.18886","21.32746","20.75816","9.5",
"1/5/2002 2:00:00 AM","-0.9675","-0.402647","0.700003","0.970119","0","0.726506","-0.50997","0","0","0","4.373011E-02","0","0","0","0","19.61937","20.76914","20.19425","9",
"1/5/2002 3:00:00 AM","-0.949252","-0.43731","0.75804","0.907667","0","0.72529","-0.487359","0","0","0","4.373011E-02","0","0","0","0","19.14801","20.2511","19.69956","9",
"1/5/2002 4:00:00 AM","-0.974671","-0.445698","0.822825","0.871749","0","0.727672","-0.531726","0","0","0","4.373011E-02","0","0","0","0","18.52143","19.73222","19.12683","7.5",
"1/5/2002 5:00:00 AM","-0.972413","-0.45782","0.889793","0.86431","0","0.727653","-0.531273","0","0","0","4.373011E-02","0","0","0","0","17.99574","19.20712","18.60143","7",
"1/5/2002 6:00:00 AM","-0.946616","-0.482316","0.925979","0.818703","0","0.726497","-0.509941","0","0","0","4.373011E-02","0","0","0","0","17.54598","18.71465","18.13031","7",
"1/5/2002 7:00:00 AM","-0.873213","-0.501713","0.93416","0.743902","0","0.72362","-0.455167","0","0","0","4.373011E-02","0","0","0","0","17.18412","18.28185","17.73299","7.75",
"1/5/2002 8:00:00 AM","-0.526807","-0.816187","0.294916","-1.165854","0","0.723801","-0.456498","0","0","0","4.373011E-02","0","2.846995","0","0","17.46969","18.69194","18.08082","8",
"1/5/2002 9:00:00 AM","-0.224629","-0.752688","-0.371599","-2.682175","0","0.719013","-0.364093","0","0","0","4.373011E-02","0","4.867245","0","0","18.62163","19.80887","19.21525","11",
"1/5/2002 10:00:00 AM","-0.001366","-0.495989","-0.872495","-3.312949","0","0.71284","-0.245274","0","0","0","4.373011E-02","0","5.447176","0","0","20.19877","21.13083","20.6648","15",
"1/5/2002 11:00:00 AM","0.17696","-0.229467","-1.203891","-3.274553","0","0.707397","-0.138819","0","0","0","4.373011E-02","0","5.153572","0","0","21.97631","22.43096","22.20364","19",
"1/5/2002 12:00:00 PM","0.162953","-0.009226","-1.41903","-3.103824","0","0.704787","-0.089205","0","0","0","4.373011E-02","0","4.848453","0","0","23.42488","23.56387","23.49437","21.5",
"1/5/2002 1:00:00 PM","0.231792","0.098898","-1.65898","-3.164184","0","0.702762","-0.050351","0","0","0","4.373011E-02","0","4.965996","0","0","24.58645","24.70551","24.64598","23.5",
"1/5/2002 2:00:00 PM","0.272934","0.095384","-1.959445","-3.557817","0","0.704191","-0.078235","0","0","0","4.373011E-02","0","5.648996","0","0","25.70419","25.94452","25.82436","24",
"1/5/2002 3:00:00 PM","0.176578","0.131061","-2.108327","-3.632984","0","0.706824","-0.12758","0","0","0","4.373011E-02","0","5.924089","0","0","26.79157","27.09437","26.94297","24",
"1/5/2002 4:00:00 PM","-0.119358","0.295555","-1.844709","-2.455005","0","0.711368","-0.215492","0","0","0","4.373011E-02","0","4.467147","0","0","27.204","27.69248","27.44824","22.5",
"1/5/2002 5:00:00 PM","-0.630314","0.570924","-0.993316","-0.033455","0","0.71687","-0.321681","0","0","0","4.373011E-02","0","1.09637","0","0","26.71082","27.21322","26.96202","19.75",
"1/5/2002 6:00:00 PM","-0.797179","0.335256","-0.516508","1.063227","0","0.720287","-0.3849","0","0","0","4.373011E-02","0","0","0","0","25.7657","26.35686","26.06128","17.5",
"1/5/2002 7:00:00 PM","-0.85138","0.043317","-0.312776","1.256286","0","0.721328","-0.406054","0","0","0","4.373011E-02","0","0","0","0","24.93429","25.65303","25.29366","16.25",
"1/5/2002 8:00:00 PM","-0.825239","-0.143065","-0.139485","1.277054","0","0.720389","-0.389285","0","0","0","4.373011E-02","0","0","0","0","24.31829","25.03284","24.67556","16",
"1/5/2002 9:00:00 PM","-0.80963","-0.242967","0.007692","1.209172","0","0.720771","-0.396406","0","0","0","4.373011E-02","0","0","0","0","23.6984","24.47056","24.08448","15.25",
"1/5/2002 10:00:00 PM","-0.837232","-0.288837","0.154484","1.15115","0","0.721739","-0.415302","0","0","0","4.373011E-02","0","0","0","0","23.07114","23.90869","23.48992","14.25",
"1/5/2002 11:00:00 PM","-0.800617","-0.325071","0.267481","1.068768","0","0.720996","-0.401922","0","0","0","4.373011E-02","0","0","0","0","22.52943","23.39261","22.96102","14",
"1/6/2002","-0.810199","-0.346959","0.366533","0.983768","0","0.721554","-0.41269","0","0","0","4.373011E-02","0","0","0","0","21.98556","22.88983","22.43769","13.25",
"1/6/2002 1:00:00 AM","-0.788724","-0.363325","0.453024","0.917561","0","0.721032","-0.402927","0","0","0","4.373011E-02","0","0","0","0","21.52107","22.40721","21.96414","13",
"1/6/2002 2:00:00 AM","-0.822721","-0.371729","0.529773","0.855473","0","0.721593","-0.413523","0","0","0","4.373011E-02","0","0","0","0","20.97217","21.92554","21.44885","12.25",
"1/6/2002 3:00:00 AM","-0.8246","-0.375386","0.596994","0.812222","0","0.720869","-0.40303","0","0","0","4.373011E-02","0","0","0","0","20.50035","21.45898","20.97967","12",
"1/6/2002 4:00:00 AM","-0.856118","-0.379603","0.653737","0.765953","0","0.722382","-0.430527","0","0","0","4.373011E-02","0","0","0","0","20.00019","20.99961","20.4999","10.95",
"1/6/2002 5:00:00 AM","-0.906079","-0.379575","0.738489","0.788141","0","0.724969","-0.47772","0","0","0","4.373011E-02","0","0","0","0","19.39644","20.49786","19.94715","9.4",
"1/6/2002 6:00:00 AM","-0.902936","-0.404549","0.801579","0.790075","0","0.724729","-0.473389","0","0","0","4.373011E-02","0","0","0","0","18.88719","20.00134","19.44427","9",
"1/6/2002 7:00:00 AM","-0.986877","-0.424092","0.868022","0.793247","0","0.727112","-0.518782","0","0","0","4.373011E-02","0","0","0","0","18.28349","19.47247","18.87798","7.5",
"1/6/2002 8:00:00 AM","-0.603548","-0.776592","0.247379","-1.189421","0","0.725279","-0.482741","0","0","0","4.373011E-02","0","3.049496","0","0","18.56387","19.83202","19.19794","8.5",
"1/6/2002 9:00:00 AM","-0.221913","-0.771497","-0.476918","-2.844419","0","0.719543","-0.371406","0","0","0","4.373011E-02","0","5.180423","0","0","19.8245","21.02309","20.4238","12",
"1/6/2002 10:00:00 AM","0.054586","-0.498711","-0.974379","-3.397907","0","0.71184","-0.223258","0","0","0","4.373011E-02","0","5.594815","0","0","21.5208","22.39402","21.95741","16.75",
"1/6/2002 11:00:00 AM","0.248585","-0.221647","-1.30631","-3.436209","0","0.705791","-0.106882","0","0","0","4.373011E-02","0","5.304311","0","0","23.30725","23.75606","23.53166","21",
"1/6/2002 12:00:00 PM","0.171375","0.030012","-1.50315","-3.208537","0","0.704722","-0.087825","0","0","0","4.373011E-02","0","4.980798","0","0","24.65713","24.88096","24.76904","22.75",
"1/6/2002 1:00:00 PM","0.17307","0.129123","-1.712456","-3.259999","0","0.705003","-0.09255","0","0","0","4.373011E-02","0","5.153153","0","0","25.76801","25.98754","25.87778","23.75",
"1/6/2002 2:00:00 PM","0.190595","0.100962","-1.969834","-3.564202","0","0.706837","-0.126812","0","0","0","4.373011E-02","0","5.76125","0","0","26.77632","27.16153","26.96893","24",
"1/6/2002 3:00:00 PM","0.071675","0.134347","-2.058077","-3.337983","0","0.709056","-0.171206","0","0","0","4.373011E-02","0","5.716787","0","0","27.75632","28.17763","27.96698","24",
"1/6/2002 4:00:00 PM","-0.175824","0.262231","-1.803507","-2.27095","0","0.712096","-0.227676","0","0","0","4.373011E-02","0","4.357358","0","0","28.23837","28.72278","28.48058","23.25",
"1/6/2002 5:00:00 PM","-0.662898","0.497384","-0.963716","0.039668","0","0.71696","-0.320271","0","0","0","4.373011E-02","0","1.087656","0","0","27.71983","28.2173","27.96857","20.75",
