Date/Time,Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),WaterSystems:Gas [J](Hourly) 
 11/16  15:00:00,46579442.2493051,0.0,3719478.59286698,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631257.65844754,0.0,1631257.65844754 
 11/16  16:00:00,46324563.6679154,0.0,3464600.01147723,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631268.21206236,0.0,1631268.21206236 
 11/16  17:00:00,51264204.653867,0.0,2877040.99742882,17820173.74176,5527200.,17820173.74176,7219616.17290362,1.453846153846154E-005,1631328.68818189,0.0,1631328.68818189 
 11/16  18:00:00,35833470.9406317,0.0,522861.721313509,9900096.5232,8290800.,9900096.5232,7219616.17290362,1.453846153846154E-005,1641282.39868645,10069.6691889612,1631212.72949749 
 11/16  19:00:00,29427480.8268511,0.0,56929.5214529489,5940057.91392,8290800.,7920077.21856,7219616.17290362,1.453846153846154E-005,88511.4591967945,16511.4591967945,72000. 
 11/16  20:00:00,29370551.3053982,0.0,0.0,5940057.91392,8290800.,7920077.21856,7219616.17290362,1.453846153846154E-005,1631128.86604391,0.0,1631128.86604391 
 11/16  21:00:00,27390532.0007582,0.0,0.0,3960038.60928,8290800.,7920077.21856,7219616.17290362,1.453846153846154E-005,1631103.01967501,0.0,1631103.01967501 
 11/16  22:00:00,27390532.0007582,0.0,0.0,3960038.60928,8290800.,7920077.21856,7219616.17290362,1.453846153846154E-005,72000.,0.0,72000. 
 11/16  23:00:00,18190896.5232145,0.0,0.0,1980019.30464,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631105.51853612,0.0,1631105.51853612 
 11/16  24:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631042.6281948,0.0,1631042.6281948 
 11/17  01:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 11/17  02:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1630993.3811537,0.0,1630993.3811537 
 11/17  03:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631068.86347503,0.0,1631068.86347503 
 11/17  04:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 11/17  05:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631019.70997061,0.0,1631019.70997061 
 11/17  06:00:00,18190896.5232145,0.0,0.0,1980019.30464,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631004.54368616,0.0,1631004.54368616 
 11/17  07:00:00,20017822.0732576,0.0,134509.377139462,1980019.30464,2763600.,7920077.21856,7219616.17290362,1.453846153846154E-005,277319.34144382,205319.34144382,72000. 
 11/17  08:00:00,21079751.3053982,0.0,0.0,5940057.91392,0.0,7920077.21856,7219616.17290362,1.453846153846154E-005,4970559.89199143,3339423.08917644,1631136.80281499 
 11/17  09:00:00,42929665.2407423,0.0,69701.5843040885,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1704113.78063611,72824.525401408,1631289.2552347 
 11/17  10:00:00,43364931.5025642,0.0,504967.846126003,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631268.85600697,0.0,1631268.85600697 
 11/17  11:00:00,44380115.4765917,0.0,1520151.82015354,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631271.03168422,0.0,1631271.03168422 
 11/17  12:00:00,44661006.9913848,0.0,1801043.33494669,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631289.0778457,0.0,1631289.0778457 
 11/17  13:00:00,42185795.8063218,0.0,1305851.45452366,17820173.74176,0.0,15840154.43712,7219616.17290362,1.453846153846154E-005,1631189.34156431,0.0,1631189.34156431 
 11/17  14:00:00,44961734.3933992,0.0,2101770.73696103,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631284.90430819,0.0,1631284.90430819 
 11/17  15:00:00,45169247.5547713,0.0,2309283.89833319,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631267.19341498,0.0,1631267.19341498 
 11/17  16:00:00,45310115.9099884,0.0,2450152.25355024,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631218.14172609,0.0,1631218.14172609 
 11/17  17:00:00,50668041.8025815,0.0,2280878.14614339,17820173.74176,5527200.,17820173.74176,7219616.17290362,1.453846153846154E-005,1631308.44328933,0.0,1631308.44328933 
 11/17  18:00:00,35442544.6980878,0.0,131935.478769595,9900096.5232,8290800.,9900096.5232,7219616.17290362,1.453846153846154E-005,1649750.10651305,18608.8696617918,1631141.23685126 
 11/17  19:00:00,29370551.3053982,0.0,0.0,5940057.91392,8290800.,7920077.21856,7219616.17290362,1.453846153846154E-005,282011.504966646,210011.504966646,72000. 
 11/17  20:00:00,29370551.3053982,0.0,0.0,5940057.91392,8290800.,7920077.21856,7219616.17290362,1.453846153846154E-005,1631146.31415307,0.0,1631146.31415307 
 11/17  21:00:00,27390532.0007582,0.0,0.0,3960038.60928,8290800.,7920077.21856,7219616.17290362,1.453846153846154E-005,1631121.36481968,0.0,1631121.36481968 
 11/17  22:00:00,27390532.0007582,0.0,0.0,3960038.60928,8290800.,7920077.21856,7219616.17290362,1.453846153846154E-005,72000.,0.0,72000. 
 11/17  23:00:00,18190896.5232145,0.0,0.0,1980019.30464,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631124.74918925,0.0,1631124.74918925 
 11/17  24:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631061.80888702,0.0,1631061.80888702 
 11/18  01:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 11/18  02:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,1631013.04966731,0.0,1631013.04966731 
 11/18  03:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,1631088.8754869,0.0,1631088.8754869 
 11/18  04:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 11/18  05:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,1631040.21895296,0.0,1631040.21895296 
 11/18  06:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,1631025.79598977,0.0,1631025.79598977 
 11/18  07:00:00,20048657.5497795,0.0,165344.853661288,1980019.30464,2763600.,7920077.21856,7219616.17290362,1.453846153846154E-005,349510.001248912,277510.001248912,72000. 
 11/18  08:00:00,17119712.6961182,0.0,0.0,1980019.30464,0.0,7920077.21856,7219616.17290362,1.453846153846154E-005,5100875.86540408,3469771.96099763,1631103.90440645 
 11/18  09:00:00,23059770.6100382,0.0,0.0,5940057.91392,0.0,9900096.5232,7219616.17290362,1.453846153846154E-005,1663415.57959288,32286.9349682676,1631128.64462461 
 11/18  10:00:00,23059770.6100382,0.0,0.0,5940057.91392,0.0,9900096.5232,7219616.17290362,1.453846153846154E-005,72000.,0.0,72000. 
 11/18  11:00:00,23059770.6100382,0.0,0.0,5940057.91392,0.0,9900096.5232,7219616.17290362,1.453846153846154E-005,1631173.95786937,0.0,1631173.95786937 
 11/18  12:00:00,23059770.6100382,0.0,0.0,5940057.91392,0.0,9900096.5232,7219616.17290362,1.453846153846154E-005,1631176.39878595,0.0,1631176.39878595 
 11/18  13:00:00,17119712.6961182,0.0,0.0,2970028.95696,0.0,6930067.56624,7219616.17290362,1.453846153846154E-005,1631171.23907697,0.0,1631171.23907697 
 11/18  14:00:00,17119712.6961182,0.0,0.0,2970028.95696,0.0,6930067.56624,7219616.17290362,1.453846153846154E-005,1631140.49096109,0.0,1631140.49096109 
 11/18  15:00:00,17119712.6961182,0.0,0.0,2970028.95696,0.0,6930067.56624,7219616.17290362,1.453846153846154E-005,72000.,0.0,72000. 
 11/18  16:00:00,17119712.6961182,0.0,0.0,2970028.95696,0.0,6930067.56624,7219616.17290362,1.453846153846154E-005,1631153.24906575,0.0,1631153.24906575 
 11/18  17:00:00,22646912.6961182,0.0,0.0,2970028.95696,5527200.,6930067.56624,7219616.17290362,1.453846153846154E-005,1889081.8973628,257957.380946315,1631124.51641648 
 11/18  18:00:00,22440483.7391582,0.0,0.0,990009.65232,8290800.,5940057.91392,7219616.17290362,1.453846153846154E-005,1658913.73344033,1586913.73344033,72000. 
 11/18  19:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,1631080.88398639,0.0,1631080.88398639 
 11/18  20:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,1631122.57319344,0.0,1631122.57319344 
 11/18  21:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 11/18  22:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,1631117.01544997,0.0,1631117.01544997 
 11/18  23:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,1631085.0969278,0.0,1631085.0969278 
 11/18  24:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 11/19  01:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,1631030.65414569,0.0,1631030.65414569 
 11/19  02:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,1631089.0277233,0.0,1631089.0277233 
 11/19  03:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 11/19  04:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,1631025.23451898,0.0,1631025.23451898 
 11/19  05:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 11/19  06:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,1631092.5053209,0.0,1631092.5053209 
 11/19  07:00:00,9693667.56625454,0.0,0.0,990009.65232,2763600.,5940057.91392,0.0,1.453846153846154E-005,1631051.31232985,0.0,1631051.31232985 
 11/19  08:00:00,6930067.56625454,0.0,0.0,990009.65232,0.0,5940057.91392,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 11/19  09:00:00,6930067.56625454,0.0,0.0,990009.65232,0.0,5940057.91392,0.0,1.453846153846154E-005,1631086.35412652,0.0,1631086.35412652 
 11/19  10:00:00,6930067.56625454,0.0,0.0,990009.65232,0.0,5940057.91392,0.0,1.453846153846154E-005,1631103.24340687,0.0,1631103.24340687 
 11/19  11:00:00,6930067.56625454,0.0,0.0,990009.65232,0.0,5940057.91392,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 11/19  12:00:00,6930067.56625454,0.0,0.0,990009.65232,0.0,5940057.91392,0.0,1.453846153846154E-005,1631062.140747,0.0,1631062.140747 
 11/19  13:00:00,6930067.56625454,0.0,0.0,990009.65232,0.0,5940057.91392,0.0,1.453846153846154E-005,1631088.64509336,0.0,1631088.64509336 
 11/19  14:00:00,6930067.56625454,0.0,0.0,990009.65232,0.0,5940057.91392,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 11/19  15:00:00,6930067.56625454,0.0,0.0,990009.65232,0.0,5940057.91392,0.0,1.453846153846154E-005,1631094.17759178,0.0,1631094.17759178 
 11/19  16:00:00,6930067.56625454,0.0,0.0,990009.65232,0.0,5940057.91392,0.0,1.453846153846154E-005,1631075.28935591,0.0,1631075.28935591 
 11/19  17:00:00,12457267.5662545,0.0,0.0,990009.65232,5527200.,5940057.91392,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 11/19  18:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,1631092.46690572,0.0,1631092.46690572 
 11/19  19:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 11/19  20:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,1631089.85772028,0.0,1631089.85772028 
 11/19  21:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,1631081.90693624,0.0,1631081.90693624 
 11/19  22:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 11/19  23:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,1631050.52285562,0.0,1631050.52285562 
 11/19  24:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,1631108.12302703,0.0,1631108.12302703 
 11/20  01:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 11/20  02:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631063.41644826,0.0,1631063.41644826 
 11/20  03:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631015.53614633,0.0,1631015.53614633 
 11/20  04:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 11/20  05:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631092.30614878,0.0,1631092.30614878 
 11/20  06:00:00,18190896.5232145,0.0,0.0,1980019.30464,8290800.,7920077.21856,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 11/20  07:00:00,19907737.9578694,0.0,24425.2617512277,1980019.30464,2763600.,7920077.21856,7219616.17290362,1.453846153846154E-005,9604419.97169642,7973325.43280896,1631094.53888745 
 11/20  08:00:00,21079751.3053982,0.0,0.0,5940057.91392,0.0,7920077.21856,7219616.17290362,1.453846153846154E-005,9687189.66936693,8055994.11329891,1631195.55606802 
 11/20  09:00:00,42950523.4034638,0.0,90559.7470256759,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1681264.61380777,50008.7192874684,1631255.8945203 
 11/20  10:00:00,43618423.7821012,0.0,758460.12566307,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631276.01703871,0.0,1631276.01703871 
 11/20  11:00:00,44114829.4737703,0.0,1254865.81733213,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631307.69150297,0.0,1631307.69150297 
 11/20  12:00:00,44439199.9767011,0.0,1579236.32026292,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631343.70260026,0.0,1631343.70260026 
 11/20  13:00:00,42639526.4696727,0.0,1759582.11787455,17820173.74176,0.0,15840154.43712,7219616.17290362,1.453846153846154E-005,1631393.67390353,0.0,1631393.67390353 
 11/20  14:00:00,45997497.0754814,0.0,3137533.41904328,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631375.82595964,0.0,1631375.82595964 
 11/20  15:00:00,46379993.6660267,0.0,3520030.00958854,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631236.29850027,0.0,1631236.29850027 
 11/20  16:00:00,46291952.1914907,0.0,3431988.53505254,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631223.22486997,0.0,1631223.22486997 
 11/20  17:00:00,50796386.1113558,0.0,2409222.45491764,17820173.74176,5527200.,17820173.74176,7219616.17290362,1.453846153846154E-005,1631302.36244372,0.0,1631302.36244372 
 11/20  18:00:00,35599109.1512616,0.0,288499.931943486,9900096.5232,8290800.,9900096.5232,7219616.17290362,1.453846153846154E-005,118557.511816672,46557.5118166717,72000. 
 11/20  19:00:00,29376376.478566,0.0,5825.17316784309,5940057.91392,8290800.,7920077.21856,7219616.17290362,1.453846153846154E-005,1700012.1754343,68810.763711681,1631201.41172262 
 11/20  20:00:00,29370551.3053982,0.0,0.0,5940057.91392,8290800.,7920077.21856,7219616.17290362,1.453846153846154E-005,1631119.83025488,0.0,1631119.83025488 
 11/20  21:00:00,27390532.0007582,0.0,0.0,3960038.60928,8290800.,7920077.21856,7219616.17290362,1.453846153846154E-005,1631182.07306501,0.0,1631182.07306501 
 11/20  22:00:00,27390532.0007582,0.0,0.0,3960038.60928,8290800.,7920077.21856,7219616.17290362,1.453846153846154E-005,72000.,0.0,72000. 
 11/20  23:00:00,18190896.5232145,0.0,0.0,1980019.30464,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631026.81557936,0.0,1631026.81557936 
 11/20  24:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631098.53000846,0.0,1631098.53000846 
 11/21  01:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 11/21  02:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631051.21640445,0.0,1631051.21640445 
 11/21  03:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631003.72667685,0.0,1631003.72667685 
 11/21  04:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 11/21  05:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631081.05131318,0.0,1631081.05131318 
 11/21  06:00:00,18190896.5232145,0.0,0.0,1980019.30464,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631074.05847468,0.0,1631074.05847468 
 11/21  07:00:00,20012997.346443,0.0,129684.650324853,1980019.30464,2763600.,7920077.21856,7219616.17290362,1.453846153846154E-005,1346783.18086697,1274783.18086697,72000. 
 11/21  08:00:00,21079751.3053982,0.0,0.0,5940057.91392,0.0,7920077.21856,7219616.17290362,1.453846153846154E-005,4620262.72210804,2989105.38129213,1631157.34081591 
 11/21  09:00:00,42926418.3486542,0.0,66454.6922160628,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1692454.67678361,61168.6022759126,1631286.0745077 
 11/21  10:00:00,42859963.6564382,0.0,0.0,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631305.51165212,0.0,1631305.51165212 
 11/21  11:00:00,43064896.0052074,0.0,204932.348769288,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631305.83549123,0.0,1631305.83549123 
 11/21  12:00:00,43663360.278781,0.0,803396.622342882,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631324.33418807,0.0,1631324.33418807 
 11/21  13:00:00,41941651.10995,0.0,1061706.75815186,17820173.74176,0.0,15840154.43712,7219616.17290362,1.453846153846154E-005,1631414.9423278,0.0,1631414.9423278 
 11/21  14:00:00,45125634.1665601,0.0,2265670.51012197,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631287.08649298,0.0,1631287.08649298 
 11/21  15:00:00,45737081.8984192,0.0,2877118.241981,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631282.26222064,0.0,1631282.26222064 
 11/21  16:00:00,45589514.2157358,0.0,2729550.55929769,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631242.95524591,0.0,1631242.95524591 
 11/21  17:00:00,50141656.9586783,0.0,1754493.30224016,17820173.74176,5527200.,17820173.74176,7219616.17290362,1.453846153846154E-005,1631294.12559293,0.0,1631294.12559293 
 11/21  18:00:00,35334527.5694111,0.0,23918.3500929832,9900096.5232,8290800.,9900096.5232,7219616.17290362,1.453846153846154E-005,1703785.9522864,72599.5416535771,1631186.41063283 
 11/21  19:00:00,29370551.3053982,0.0,0.0,5940057.91392,8290800.,7920077.21856,7219616.17290362,1.453846153846154E-005,155723.131724788,83723.1317247883,72000. 
 11/21  20:00:00,29370551.3053982,0.0,0.0,5940057.91392,8290800.,7920077.21856,7219616.17290362,1.453846153846154E-005,1631048.98637138,0.0,1631048.98637138 
 11/21  21:00:00,27390532.0007582,0.0,0.0,3960038.60928,8290800.,7920077.21856,7219616.17290362,1.453846153846154E-005,1631172.10014367,0.0,1631172.10014367 
 11/21  22:00:00,27390532.0007582,0.0,0.0,3960038.60928,8290800.,7920077.21856,7219616.17290362,1.453846153846154E-005,1631047.08645282,0.0,1631047.08645282 
 11/21  23:00:00,18190896.5232145,0.0,0.0,1980019.30464,8290800.,7920077.21856,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 11/21  24:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1630991.20503357,0.0,1630991.20503357 
 11/22  01:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 11/22  02:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631069.03569365,0.0,1631069.03569365 
 11/22  03:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631022.01615779,0.0,1631022.01615779 
 11/22  04:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 11/22  05:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631099.68759824,0.0,1631099.68759824 
 11/22  06:00:00,18190896.5232145,0.0,0.0,1980019.30464,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631088.11040576,0.0,1631088.11040576 
 11/22  07:00:00,20005799.435859,0.0,122486.739740878,1980019.30464,2763600.,7920077.21856,7219616.17290362,1.453846153846154E-005,635786.970862726,563786.970862726,72000. 
 11/22  08:00:00,21079751.3053982,0.0,0.0,5940057.91392,0.0,7920077.21856,7219616.17290362,1.453846153846154E-005,6199675.32093812,4568528.38463576,1631146.93630236 
 11/22  09:00:00,42949304.9869666,0.0,89341.3305284256,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1689870.55691477,58586.9486237176,1631283.60829105 
 11/22  10:00:00,43349793.7855269,0.0,489830.129088742,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631269.30458317,0.0,1631269.30458317 
 11/22  11:00:00,43660520.7929263,0.0,800557.13648819,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631270.30798574,0.0,1631270.30798574 
 11/22  12:00:00,44202927.3660181,0.0,1342963.70957992,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631293.67848467,0.0,1631293.67848467 
 11/22  13:00:00,42300578.6319974,0.0,1420634.28019923,17820173.74176,0.0,15840154.43712,7219616.17290362,1.453846153846154E-005,1631347.65951371,0.0,1631347.65951371 
 11/22  14:00:00,45147337.5057723,0.0,2287373.84933412,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631348.33025328,0.0,1631348.33025328 
 11/22  15:00:00,45251012.5830635,0.0,2391048.92662531,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631239.24795369,0.0,1631239.24795369 
 11/22  16:00:00,45041765.1391988,0.0,2181801.4827606,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631232.4063305,0.0,1631232.4063305 
 11/22  17:00:00,50000538.0120659,0.0,1613374.35562771,17820173.74176,5527200.,17820173.74176,7219616.17290362,1.453846153846154E-005,1631282.41323363,0.0,1631282.41323363 
 11/22  18:00:00,35503287.21993,0.0,192678.000611852,9900096.5232,8290800.,9900096.5232,7219616.17290362,1.453846153846154E-005,1688667.28943648,57478.6147735751,1631188.6746629 
 11/22  19:00:00,29376319.2624529,0.0,5767.95705478129,5940057.91392,8290800.,7920077.21856,7219616.17290362,1.453846153846154E-005,1794525.13316366,163442.142924644,1631082.99023902 
 11/22  20:00:00,29370551.3053982,0.0,0.0,5940057.91392,8290800.,7920077.21856,7219616.17290362,1.453846153846154E-005,72000.,0.0,72000. 
 11/22  21:00:00,27390532.0007582,0.0,0.0,3960038.60928,8290800.,7920077.21856,7219616.17290362,1.453846153846154E-005,1631048.12813566,0.0,1631048.12813566 
 11/22  22:00:00,27390532.0007582,0.0,0.0,3960038.60928,8290800.,7920077.21856,7219616.17290362,1.453846153846154E-005,1631088.81075167,0.0,1631088.81075167 
 11/22  23:00:00,18190896.5232145,0.0,0.0,1980019.30464,8290800.,7920077.21856,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 11/22  24:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631038.37655981,0.0,1631038.37655981 
 11/23  01:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,1631102.62176459,0.0,1631102.62176459 
 11/23  02:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 11/23  03:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,1631040.23741981,0.0,1631040.23741981 
 11/23  04:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 11/23  05:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,1631100.37842164,0.0,1631100.37842164 
 11/23  06:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,1631068.02810499,0.0,1631068.02810499 
 11/23  07:00:00,9693667.56625454,0.0,0.0,990009.65232,2763600.,5940057.91392,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 11/23  08:00:00,6930067.56625454,0.0,0.0,990009.65232,0.0,5940057.91392,0.0,1.453846153846154E-005,1631007.41702443,0.0,1631007.41702443 
 11/23  09:00:00,6930067.56625454,0.0,0.0,990009.65232,0.0,5940057.91392,0.0,1.453846153846154E-005,1631116.29244435,0.0,1631116.29244435 
 11/23  10:00:00,6930067.56625454,0.0,0.0,990009.65232,0.0,5940057.91392,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 11/23  11:00:00,6930067.56625454,0.0,0.0,990009.65232,0.0,5940057.91392,0.0,1.453846153846154E-005,1631093.945996,0.0,1631093.945996 
 11/23  12:00:00,6930067.56625454,0.0,0.0,990009.65232,0.0,5940057.91392,0.0,1.453846153846154E-005,1631098.13720344,0.0,1631098.13720344 
