Date/Time,Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),WaterSystems:Gas [J](Hourly) 
 04/24  12:00:00,47601749.7622613,0.0,6721805.41046313,17820173.74176,0.0,15840154.43712,7219616.17290362,1.453846153846154E-005,1631313.79291064,0.0,1631313.79291064 
 04/24  13:00:00,51009874.2361958,0.0,8149910.57975769,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631274.98872241,0.0,1631274.98872241 
 04/24  14:00:00,51980633.3496127,0.0,9120669.69317452,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631246.40158649,0.0,1631246.40158649 
 04/24  15:00:00,52497562.7439807,0.0,9637599.08754254,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631229.47524882,0.0,1631229.47524882 
 04/24  16:00:00,52690562.7093311,0.0,9830599.05289289,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631312.18220592,0.0,1631312.18220592 
 04/24  17:00:00,34180737.1869444,0.0,7160927.9676262,9900096.5232,0.0,9900096.5232,7219616.17290362,1.453846153846154E-005,1631198.47597762,0.0,1631198.47597762 
 04/24  18:00:00,26502676.5188765,0.0,5422925.21347839,5940057.91392,0.0,7920077.21856,7219616.17290362,1.453846153846154E-005,1631150.27228353,0.0,1631150.27228353 
 04/24  19:00:00,32010944.7156223,0.0,4022193.4102241,5940057.91392,6909000.,7920077.21856,7219616.17290362,1.453846153846154E-005,72000.,0.0,72000. 
 04/24  20:00:00,30023001.2353787,0.0,2632469.23462058,3960038.60928,8290800.,7920077.21856,7219616.17290362,1.453846153846154E-005,1631166.71437725,0.0,1631166.71437725 
 04/24  21:00:00,29216945.8723272,0.0,1826413.87156904,3960038.60928,8290800.,7920077.21856,7219616.17290362,1.453846153846154E-005,1631130.72684932,0.0,1631130.72684932 
 04/24  22:00:00,18190896.5232145,0.0,0.0,1980019.30464,8290800.,7920077.21856,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 04/24  23:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631069.8938885,0.0,1631069.8938885 
 04/24  24:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631013.54169329,0.0,1631013.54169329 
 04/25  01:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 04/25  02:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631080.29268783,0.0,1631080.29268783 
 04/25  03:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631023.5215252,0.0,1631023.5215252 
 04/25  04:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 04/25  05:00:00,18190896.5232145,0.0,0.0,1980019.30464,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631111.69478826,0.0,1631111.69478826 
 04/25  06:00:00,17848591.4038822,0.0,728878.707764021,1980019.30464,0.0,7920077.21856,7219616.17290362,1.453846153846154E-005,1631085.00689808,0.0,1631085.00689808 
 04/25  07:00:00,21560001.0133395,0.0,480249.707941371,5940057.91392,0.0,7920077.21856,7219616.17290362,1.453846153846154E-005,139899.096692435,67899.0966924355,72000. 
 04/25  08:00:00,46311446.2576839,0.0,3451482.60124569,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631242.80306872,0.0,1631242.80306872 
 04/25  09:00:00,47715545.6557137,0.0,4855581.99927555,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631249.01081433,0.0,1631249.01081433 
 04/25  10:00:00,48725562.996136,0.0,5865599.33969779,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631269.58305887,0.0,1631269.58305887 
 04/25  11:00:00,49607503.6735061,0.0,6747540.01706793,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631269.84532297,0.0,1631269.84532297 
 04/25  12:00:00,47971649.9361933,0.0,7091705.58439513,17820173.74176,0.0,15840154.43712,7219616.17290362,1.453846153846154E-005,1631316.09065205,0.0,1631316.09065205 
 04/25  13:00:00,51312716.0037761,0.0,8452752.34733796,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631348.37623493,0.0,1631348.37623493 
 04/25  14:00:00,51926890.5266214,0.0,9066926.87018323,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631199.92095886,0.0,1631199.92095886 
 04/25  15:00:00,52472665.0233129,0.0,9612701.36687474,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631205.30383345,0.0,1631205.30383345 
 04/25  16:00:00,52739130.3076681,0.0,9879166.65122994,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631242.90956592,0.0,1631242.90956592 
 04/25  17:00:00,33975688.5642116,0.0,6955879.34489342,9900096.5232,0.0,9900096.5232,7219616.17290362,1.453846153846154E-005,72000.,0.0,72000. 
 04/25  18:00:00,26432039.1543029,0.0,5352287.84890473,5940057.91392,0.0,7920077.21856,7219616.17290362,1.453846153846154E-005,1631212.18901864,0.0,1631212.18901864 
 04/25  19:00:00,32155443.4095197,0.0,4166692.10412159,5940057.91392,6909000.,7920077.21856,7219616.17290362,1.453846153846154E-005,1631125.5246016,0.0,1631125.5246016 
 04/25  20:00:00,30347186.1156132,0.0,2956654.11485505,3960038.60928,8290800.,7920077.21856,7219616.17290362,1.453846153846154E-005,1631134.16606345,0.0,1631134.16606345 
 04/25  21:00:00,29759443.1806681,0.0,2368911.17990995,3960038.60928,8290800.,7920077.21856,7219616.17290362,1.453846153846154E-005,72000.,0.0,72000. 
 04/25  22:00:00,18190896.5232145,0.0,0.0,1980019.30464,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631089.36155422,0.0,1631089.36155422 
 04/25  23:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631031.63346278,0.0,1631031.63346278 
 04/25  24:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 04/26  01:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631098.00976061,0.0,1631098.00976061 
 04/26  02:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631040.8510511,0.0,1631040.8510511 
 04/26  03:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 04/26  04:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631106.89143482,0.0,1631106.89143482 
 04/26  05:00:00,16809096.5232145,0.0,0.0,1980019.30464,6909000.,7920077.21856,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 04/26  06:00:00,17668014.3429598,0.0,548301.646841666,1980019.30464,0.0,7920077.21856,7219616.17290362,1.453846153846154E-005,1631094.68819518,0.0,1631094.68819518 
 04/26  07:00:00,21454926.7893154,0.0,375175.483917228,5940057.91392,0.0,7920077.21856,7219616.17290362,1.453846153846154E-005,1820860.88605806,189693.177265029,1631167.70879303 
 04/26  08:00:00,45016968.4059957,0.0,2157004.74955757,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631265.42231145,0.0,1631265.42231145 
 04/26  09:00:00,46246429.8008694,0.0,3386466.14443122,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631269.81670222,0.0,1631269.81670222 
 04/26  10:00:00,46960469.038576,0.0,4100505.38213783,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631206.75173246,0.0,1631206.75173246 
 04/26  11:00:00,47299025.1661825,0.0,4439061.50974432,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,72000.,0.0,72000. 
 04/26  12:00:00,45088449.0167425,0.0,4208504.66494434,17820173.74176,0.0,15840154.43712,7219616.17290362,1.453846153846154E-005,3190477.98822249,0.0,3190477.98822249 
 04/26  13:00:00,48430012.7690778,0.0,5570049.11263965,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631187.24437221,0.0,1631187.24437221 
 04/26  14:00:00,49057193.7683909,0.0,6197230.11195279,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,72000.,0.0,72000. 
 04/26  15:00:00,49419929.6965839,0.0,6559966.04014573,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631146.67247458,0.0,1631146.67247458 
 04/26  16:00:00,49630548.4537815,0.0,6770584.79734333,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631270.41543223,0.0,1631270.41543223 
 04/26  17:00:00,31251536.2007637,0.0,4231726.98144549,9900096.5232,0.0,9900096.5232,7219616.17290362,1.453846153846154E-005,1631203.53834427,0.0,1631203.53834427 
 04/26  18:00:00,23502964.9737068,0.0,2423213.6683086,5940057.91392,0.0,7920077.21856,7219616.17290362,1.453846153846154E-005,1631179.30157597,0.0,1631179.30157597 
 04/26  19:00:00,29120429.8158337,0.0,1131678.51043558,5940057.91392,6909000.,7920077.21856,7219616.17290362,1.453846153846154E-005,72000.,0.0,72000. 
 04/26  20:00:00,27793060.2194514,0.0,402528.21869326,3960038.60928,8290800.,7920077.21856,7219616.17290362,1.453846153846154E-005,1631167.32978605,0.0,1631167.32978605 
 04/26  21:00:00,27659378.8724128,0.0,268846.87165467,3960038.60928,8290800.,7920077.21856,7219616.17290362,1.453846153846154E-005,1631074.33195322,0.0,1631074.33195322 
 04/26  22:00:00,18190896.5232145,0.0,0.0,1980019.30464,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631084.84040782,0.0,1631084.84040782 
 04/26  23:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 04/26  24:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631084.05580275,0.0,1631084.05580275 
 04/27  01:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 04/27  02:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631026.38845629,0.0,1631026.38845629 
 04/27  03:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631092.00188022,0.0,1631092.00188022 
 04/27  04:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 04/27  05:00:00,16809096.5232145,0.0,0.0,1980019.30464,6909000.,7920077.21856,0.0,1.453846153846154E-005,1631050.01493974,0.0,1631050.01493974 
 04/27  06:00:00,17272298.0065911,0.0,152585.310472931,1980019.30464,0.0,7920077.21856,7219616.17290362,1.453846153846154E-005,1767857.8072395,136764.943105928,1631092.86413357 
 04/27  07:00:00,21212725.2523414,0.0,132973.946943286,5940057.91392,0.0,7920077.21856,7219616.17290362,1.453846153846154E-005,267144.593014649,195144.593014649,72000. 
 04/27  08:00:00,43879242.8087167,0.0,1019279.15227851,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1682647.39365156,51428.0409833396,1631219.35266822 
 04/27  09:00:00,45264775.4374502,0.0,2404811.78101208,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631271.85746227,0.0,1631271.85746227 
 04/27  10:00:00,46235504.0683473,0.0,3375540.41190912,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631258.19776122,0.0,1631258.19776122 
 04/27  11:00:00,46928009.3061214,0.0,4068045.64968328,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631318.11720746,0.0,1631318.11720746 
 04/27  12:00:00,44891718.1804919,0.0,4011773.82869376,17820173.74176,0.0,15840154.43712,7219616.17290362,1.453846153846154E-005,1631360.19609757,0.0,1631360.19609757 
 04/27  13:00:00,48448964.7760162,0.0,5589001.11957804,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631173.18946646,0.0,1631173.18946646 
 04/27  14:00:00,49282399.7325734,0.0,6422436.0761352,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631232.67244202,0.0,1631232.67244202 
 04/27  15:00:00,50140259.9258197,0.0,7280296.2693815,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631223.3898034,0.0,1631223.3898034 
 04/27  16:00:00,51022675.9480197,0.0,8162712.29158155,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631259.93483953,0.0,1631259.93483953 
 04/27  17:00:00,32927518.9158312,0.0,5907709.69651302,9900096.5232,0.0,9900096.5232,7219616.17290362,1.453846153846154E-005,1631190.32079296,0.0,1631190.32079296 
 04/27  18:00:00,25329511.8746882,0.0,4249760.56929001,5940057.91392,0.0,7920077.21856,7219616.17290362,1.453846153846154E-005,72000.,0.0,72000. 
 04/27  19:00:00,30819813.248103,0.0,2831061.94270483,5940057.91392,6909000.,7920077.21856,7219616.17290362,1.453846153846154E-005,1631148.31187321,0.0,1631148.31187321 
 04/27  20:00:00,29334801.2521236,0.0,1944269.25136543,3960038.60928,8290800.,7920077.21856,7219616.17290362,1.453846153846154E-005,1631141.36302267,0.0,1631141.36302267 
 04/27  21:00:00,28794209.1303178,0.0,1403677.1295596,3960038.60928,8290800.,7920077.21856,7219616.17290362,1.453846153846154E-005,72000.,0.0,72000. 
 04/27  22:00:00,18190896.5232145,0.0,0.0,1980019.30464,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631101.1333168,0.0,1631101.1333168 
 04/27  23:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631036.52450447,0.0,1631036.52450447 
 04/27  24:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 04/28  01:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631101.80851376,0.0,1631101.80851376 
 04/28  02:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631043.74799148,0.0,1631043.74799148 
 04/28  03:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 04/28  04:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631108.73786263,0.0,1631108.73786263 
 04/28  05:00:00,16809096.5232145,0.0,0.0,1980019.30464,6909000.,7920077.21856,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 04/28  06:00:00,17493009.1913147,0.0,373296.495196514,1980019.30464,0.0,7920077.21856,7219616.17290362,1.453846153846154E-005,1631095.14215404,0.0,1631095.14215404 
 04/28  07:00:00,21518455.2703217,0.0,438703.964923586,5940057.91392,0.0,7920077.21856,7219616.17290362,1.453846153846154E-005,1684144.92909923,52979.0049360007,1631165.92416323 
 04/28  08:00:00,46612935.1115478,0.0,3752971.45510959,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631239.66284216,0.0,1631239.66284216 
 04/28  09:00:00,48282805.5101965,0.0,5422841.85375836,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631256.24050448,0.0,1631256.24050448 
 04/28  10:00:00,48965335.0720257,0.0,6105371.41558751,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,72000.,0.0,72000. 
 04/28  11:00:00,50154589.2731551,0.0,7294625.61671694,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631290.61677089,0.0,1631290.61677089 
 04/28  12:00:00,48943368.5842554,0.0,8063424.23245724,17820173.74176,0.0,15840154.43712,7219616.17290362,1.453846153846154E-005,1631276.28781269,0.0,1631276.28781269 
 04/28  13:00:00,53262021.4101206,0.0,10402057.7536824,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,3190631.41190336,0.0,3190631.41190336 
 04/28  14:00:00,55124412.248064,0.0,12264448.5916258,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,72000.,0.0,72000. 
 04/28  15:00:00,56476230.6747343,0.0,13616267.0182961,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631223.37906711,0.0,1631223.37906711 
 04/28  16:00:00,56735183.7741578,0.0,13875220.1177196,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631286.31091123,0.0,1631286.31091123 
 04/28  17:00:00,37952580.9463387,0.0,10932771.7270205,9900096.5232,0.0,9900096.5232,7219616.17290362,1.453846153846154E-005,1631202.50959305,0.0,1631202.50959305 
 04/28  18:00:00,30334164.7119003,0.0,9254413.40650218,5940057.91392,0.0,7920077.21856,7219616.17290362,1.453846153846154E-005,1631172.76633807,0.0,1631172.76633807 
 04/28  19:00:00,35473353.9394964,0.0,7484602.63409823,5940057.91392,6909000.,7920077.21856,7219616.17290362,1.453846153846154E-005,72000.,0.0,72000. 
 04/28  20:00:00,33298448.7199353,0.0,5907916.71917715,3960038.60928,8290800.,7920077.21856,7219616.17290362,1.453846153846154E-005,1631107.4685594,0.0,1631107.4685594 
 04/28  21:00:00,32653745.3089602,0.0,5263213.30820206,3960038.60928,8290800.,7920077.21856,7219616.17290362,1.453846153846154E-005,1631009.07179342,0.0,1631009.07179342 
 04/28  22:00:00,18190896.5232145,0.0,0.0,1980019.30464,8290800.,7920077.21856,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 04/28  23:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631080.11813759,0.0,1631080.11813759 
 04/28  24:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631021.9640076,0.0,1631021.9640076 
 04/29  01:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 04/29  02:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,1631086.58798461,0.0,1631086.58798461 
 04/29  03:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,1631028.00289587,0.0,1631028.00289587 
 04/29  04:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 04/29  05:00:00,13839067.5662545,0.0,0.0,990009.65232,6909000.,5940057.91392,0.0,1.453846153846154E-005,1631113.51779639,0.0,1631113.51779639 
 04/29  06:00:00,19691329.8862507,0.0,2571617.19013249,1980019.30464,0.0,7920077.21856,7219616.17290362,1.453846153846154E-005,1631089.09945447,0.0,1631089.09945447 
 04/29  07:00:00,19865678.804363,0.0,2745966.10824483,1980019.30464,0.0,7920077.21856,7219616.17290362,1.453846153846154E-005,72000.,0.0,72000. 
 04/29  08:00:00,27688838.857648,0.0,4629068.24760983,5940057.91392,0.0,9900096.5232,7219616.17290362,1.453846153846154E-005,1631152.67786186,0.0,1631152.67786186 
 04/29  09:00:00,28346589.4050958,0.0,5286818.79505768,5940057.91392,0.0,9900096.5232,7219616.17290362,1.453846153846154E-005,1631150.13965222,0.0,1631150.13965222 
 04/29  10:00:00,28682799.496227,0.0,5623028.88618883,5940057.91392,0.0,9900096.5232,7219616.17290362,1.453846153846154E-005,72000.,0.0,72000. 
 04/29  11:00:00,29298882.8983995,0.0,6239112.28836128,5940057.91392,0.0,9900096.5232,7219616.17290362,1.453846153846154E-005,1631173.88391614,0.0,1631173.88391614 
 04/29  12:00:00,23018631.9887563,0.0,5898919.29263816,2970028.95696,0.0,6930067.56624,7219616.17290362,1.453846153846154E-005,1631167.13130535,0.0,1631167.13130535 
 04/29  13:00:00,23449343.1903603,0.0,6329630.49424217,2970028.95696,0.0,6930067.56624,7219616.17290362,1.453846153846154E-005,1631149.32180886,0.0,1631149.32180886 
 04/29  14:00:00,24075591.8686291,0.0,6955879.17251096,2970028.95696,0.0,6930067.56624,7219616.17290362,1.453846153846154E-005,72000.,0.0,72000. 
 04/29  15:00:00,24959911.9955914,0.0,7840199.29947323,2970028.95696,0.0,6930067.56624,7219616.17290362,1.453846153846154E-005,1631078.7107805,0.0,1631078.7107805 
 04/29  16:00:00,25365069.8035112,0.0,8245357.10739301,2970028.95696,0.0,6930067.56624,7219616.17290362,1.453846153846154E-005,1631141.81240145,0.0,1631141.81240145 
 04/29  17:00:00,21654451.1702006,0.0,7504767.43104247,990009.65232,0.0,5940057.91392,7219616.17290362,1.453846153846154E-005,72000.,0.0,72000. 
 04/29  18:00:00,6930067.56625454,0.0,0.0,990009.65232,0.0,5940057.91392,0.0,1.453846153846154E-005,1631114.93963771,0.0,1631114.93963771 
 04/29  19:00:00,12457267.5662545,0.0,0.0,990009.65232,5527200.,5940057.91392,0.0,1.453846153846154E-005,1631125.18330785,0.0,1631125.18330785 
 04/29  20:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 04/29  21:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,1631120.14393115,0.0,1631120.14393115 
 04/29  22:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,1631013.52249568,0.0,1631013.52249568 
 04/29  23:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 04/29  24:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,1631078.22587516,0.0,1631078.22587516 
 04/30  01:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,1631009.2639568,0.0,1631009.2639568 
 04/30  02:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 04/30  03:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,1631058.36615371,0.0,1631058.36615371 
 04/30  04:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,1630985.79123333,0.0,1630985.79123333 
 04/30  05:00:00,13839067.5662545,0.0,0.0,990009.65232,6909000.,5940057.91392,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 04/30  06:00:00,6930067.56625454,0.0,0.0,990009.65232,0.0,5940057.91392,0.0,1.453846153846154E-005,1631061.82275787,0.0,1631061.82275787 
 04/30  07:00:00,6930067.56625454,0.0,0.0,990009.65232,0.0,5940057.91392,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 04/30  08:00:00,6930067.56625454,0.0,0.0,990009.65232,0.0,5940057.91392,0.0,1.453846153846154E-005,1631094.21508462,0.0,1631094.21508462 
 04/30  09:00:00,6930067.56625454,0.0,0.0,990009.65232,0.0,5940057.91392,0.0,1.453846153846154E-005,1631094.71015692,0.0,1631094.71015692 
 04/30  10:00:00,6930067.56625454,0.0,0.0,990009.65232,0.0,5940057.91392,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 04/30  11:00:00,6930067.56625454,0.0,0.0,990009.65232,0.0,5940057.91392,0.0,1.453846153846154E-005,1631108.35316821,0.0,1631108.35316821 
 04/30  12:00:00,6930067.56625454,0.0,0.0,990009.65232,0.0,5940057.91392,0.0,1.453846153846154E-005,1631060.44290648,0.0,1631060.44290648 
 04/30  13:00:00,6930067.56625454,0.0,0.0,990009.65232,0.0,5940057.91392,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 04/30  14:00:00,6930067.56625454,0.0,0.0,990009.65232,0.0,5940057.91392,0.0,1.453846153846154E-005,1631085.26596409,0.0,1631085.26596409 
 04/30  15:00:00,6930067.56625454,0.0,0.0,990009.65232,0.0,5940057.91392,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 04/30  16:00:00,6930067.56625454,0.0,0.0,990009.65232,0.0,5940057.91392,0.0,1.453846153846154E-005,1631097.98658943,0.0,1631097.98658943 
 04/30  17:00:00,6930067.56625454,0.0,0.0,990009.65232,0.0,5940057.91392,0.0,1.453846153846154E-005,1631106.32566284,0.0,1631106.32566284 
 04/30  18:00:00,6930067.56625454,0.0,0.0,990009.65232,0.0,5940057.91392,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 04/30  19:00:00,12457267.5662545,0.0,0.0,990009.65232,5527200.,5940057.91392,0.0,1.453846153846154E-005,1631073.18291277,0.0,1631073.18291277 
 04/30  20:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,1631060.11737176,0.0,1631060.11737176 
 04/30  21:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 04/30  22:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,1631075.98116601,0.0,1631075.98116601 
 04/30  23:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,1630998.05613013,0.0,1630998.05613013 
 04/30  24:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 05/01  01:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631055.36768481,0.0,1631055.36768481 
 05/01  02:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 05/01  03:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1630995.74543586,0.0,1630995.74543586 
 05/01  04:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631059.48506176,0.0,1631059.48506176 
 05/01  05:00:00,16809096.5232145,0.0,0.0,1980019.30464,6909000.,7920077.21856,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 05/01  06:00:00,19249247.3920591,0.0,2129534.69594089,1980019.30464,0.0,7920077.21856,7219616.17290362,1.453846153846154E-005,1631037.87805435,0.0,1631037.87805435 
 05/01  07:00:00,22588574.3062467,0.0,1508823.00084851,5940057.91392,0.0,7920077.21856,7219616.17290362,1.453846153846154E-005,1631167.62749039,0.0,1631167.62749039 
 05/01  08:00:00,48961462.6612314,0.0,6101499.00479327,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631255.73639058,0.0,1631255.73639058 
